pmid,title,keywords,abstract,label
33632375,"Estimates of mortality attributable to COVID-19: a statistical model for monitoring COVID-19 and seasonal influenza, Denmark, spring 2020.",covid-19;influenza;mortality;surveillance,"BackgroundTimely monitoring of COVID-19 impact on mortality is critical for rapid risk assessment and public health action.AimBuilding upon well-established models to estimate influenza-related mortality, we propose a new statistical Attributable Mortality Model (AttMOMO), which estimates mortality attributable to one or more pathogens simultaneously (e.g. SARS-CoV-2 and seasonal influenza viruses), while adjusting for seasonality and excess temperatures.MethodsData from Nationwide Danish registers from 2014-week(W)W27 to 2020-W22 were used to exemplify utilities of the model, and to estimate COVID-19 and influenza attributable mortality from 2019-W40 to 2020-W20.ResultsSARS-CoV-2 was registered in Denmark from 2020-W09. Mortality attributable to COVID-19 in Denmark increased steeply, and peaked in 2020-W14. As preventive measures and national lockdown were implemented from 2020-W12, the attributable mortality started declining within a few weeks. Mortality attributable to COVID-19 from 2020-W09 to 2020-W20 was estimated to 16.2 (95% confidence interval (CI): 12.0 to 20.4) per 100,000 person-years. The 2019/20 influenza season was mild with few deaths attributable to influenza, 3.2 (95% CI: 1.1 to 5.4) per 100,000 person-years.ConclusionAttMOMO estimates mortality attributable to several pathogens simultaneously, providing a fuller picture of mortality by COVID-19 during the pandemic in the context of other seasonal diseases and mortality patterns. Using Danish data, we show that the model accurately estimates mortality attributable to COVID-19 and influenza, respectively. We propose using standardised indicators for pathogen circulation in the population, to make estimates comparable between countries and applicable for timely monitoring.",Epidemic Forecasting;Prevention
33630972,Forecasting national and regional level intensive care unit bed demand during COVID-19: The case of Italy.,,"Given the pressure on healthcare authorities to assess whether hospital capacity allows properly responding to outbreaks such as COVID-19, there is a need for simple, data-driven methods that may provide accurate forecasts of hospital bed demand. This study applies growth models to forecast the demand for Intensive Care Unit admissions in Italy during COVID-19. We show that, with only some mild assumptions on the functional form and using short time-series, the model fits past data well and can accurately forecast demand fourteen days ahead (the mean absolute percentage error (MAPE) of the cumulative fourteen days forecasts is 7.64). The model is then applied to derive regional-level forecasts by adopting hierarchical methods that ensure the consistency between national and regional level forecasts. Predictions are compared with current hospital capacity in the different Italian regions, with the aim to evaluate the adequacy of the expansion in the number of beds implemented during the COVID-19 crisis.",Epidemic Forecasting;Prevention
33628235,Mid-Epidemic Forecasts of COVID-19 Cases and Deaths: A Bivariate Model Applied to the UK.,,"Background: The evolution of the COVID-19 epidemic has been accompanied by efforts to provide comparable international data on new cases and deaths. There is also accumulating evidence on the epidemiological parameters underlying COVID-19. Hence, there is potential for epidemic models providing mid-term forecasts of the epidemic trajectory using such information. The effectiveness of lockdown or lockdown relaxation can also be assessed by modelling later epidemic stages, possibly using a multiphase epidemic model. Methods: Commonly applied methods to analyse epidemic trajectories or make forecasts include phenomenological growth models (e.g., the Richards family of densities) and variants of the susceptible-infected-recovered (SIR) compartment model. Here, we focus on a practical forecasting approach, applied to interim UK COVID data, using a bivariate Reynolds model (for cases and deaths), with implementation based on Bayesian inference. We show the utility of informative priors in developing and estimating the model and compare error densities (Poisson-gamma, Poisson-lognormal, and Poisson-log-Student) for overdispersed data on new cases and deaths. We use cross validation to assess medium-term forecasts. We also consider the longer-term postlockdown epidemic profile to assess epidemic containment, using a two-phase model. Results: Fit to interim mid-epidemic data show better fit to training data and better cross-validation performance for a Poisson-log-Student model. Estimation of longer-term epidemic data after lockdown relaxation, characterised by protracted slow downturn and then upturn in cases, casts doubt on effective containment. Conclusions: Many applications of phenomenological models have been to complete epidemics. However, evaluation of such models based simply on their fit to observed data may give only a partial picture, and cross validation against actual trends is also valuable. Similarly, it may be preferable to model incidence rather than cumulative data, although this raises questions about suitable error densities for modelling often erratic fluctuations. Hence, there may be utility in evaluating alternative error assumptions.",Epidemic Forecasting;Prevention
33623815,Toolbox to simulate and mitigate COVID-19 propagation.,60-04;60j27;covid-19;markov chain;simulation;toolbox,"In this paper, we present an age-and-migration-dependent Markov-chain-based model for the propagation of the COVID-19, together with a user-friendly MatLab-based toolbox. Furthermore, we present examples to simulate the propagation of the virus internationally and locally (in a particular country).",Epidemic Forecasting;Prevention
33623733,Sensitivity analysis and optimal control of COVID-19 dynamics based on SEIQR model.,covid-19;covid-19 forecasting;parameters estimation;sir mathematical model,"It is of great curiosity to observe the effects of prevention methods and the magnitudes of the outbreak including epidemic prediction, at the onset of an epidemic. To deal with COVID-19 Pandemic, an SEIQR model has been designed. Analytical study of the model consists of the calculation of the basic reproduction number and the constant level of disease absent and disease present equilibrium. The model also explores number of cases and the predicted outcomes are in line with the cases registered. By parameters calibration, new cases in Pakistan are also predicted. The number of patients at the current level and the permanent level of COVID-19 cases are also calculated analytically and through simulations. The future situation has also been discussed, which could happen if precautionary restrictions are adopted.",Epidemic Forecasting;Prevention
33623732,Investigation of the dynamics of COVID-19 with a fractional mathematical model: A comparative study with actual data.,caputo fractional derivative;mathematical model;novel coronavirus;numerical simulation;real data;stability,"One of the greatest challenges facing the humankind nowadays is to confront that emerging virus, which is the Coronavirus (COVID-19), and therefore all organizations have to unite in order to tackle that the transmission risk of this virus. From this standpoint, the scientific researchers have to find good mathematical models that do describe the transmission of such virus and contribute to reducing it in one way or another, where the study of COVID-19 transmission dynamics by mathematical models is very important for analyzing and controlling this disease propagation. Thus, in the current work, we present a new fractional-order mathematical model that describes the dynamics of COVID-19. In the proposed model, the total population is divided into eight classes, in addition to three compartments used to estimate the parameters and initial values. The effective reproduction number ( R 0 ) is derived by next generation matrix (NGM) method and all possible equilibrium points and their stability are investigated in details. We used the reported data (from January 23, 2020, to November 21, 2020) from the National Health Commission (NHC) of China to estimate the parameters and initial conditions (ICs) which suggested for our model. Simulation outcomes demonstrate that the fractional order model (FOM) represents behaviors that follow the real data more accurately than the integer-order model. The current work enhances the recent reported results of Zu et al. published in THE LANCET (doi:10.2139/ssrn.3539669).",Epidemic Forecasting;Transmission
33623731,Mathematical analysis of COVID-19 by using SIR model with convex incidence rate.,basic reproduction number;covid-19;global stability;local stability;nonstandard finite difference scheme;sir covid model,"This paper is about a new COVID-19 SIR model containing three classes; Susceptible S(t), Infected I(t), and Recovered R(t) with the Convex incidence rate. Firstly, we present the subject model in the form of differential equations. Secondly, ""the disease-free and endemic equilibrium"" is calculated for the model. Also, the basic reproduction number R 0 is derived for the model. Furthermore, the Global Stability is calculated using the Lyapunov Function construction, while the Local Stability is determined using the Jacobian matrix. The numerical simulation is calculated using the Non-Standard Finite Difference (NFDS) scheme. In the numerical simulation, we prove our model using the data from Pakistan. ""Simulation"" means how S(t), I(t), and R(t) protection, exposure, and death rates affect people with the elapse of time.",Epidemic Forecasting
33623730,Impact of pangolin bootleg market on the dynamics of COVID-19 model.,covid-19;life span;pangolin bootleg market;peddle rate;stability;wastage rate,"In this paper we consider ant-eating pangolin as a possible source of the novel corona virus (COVID-19) and propose a new mathematical model describing the dynamics of COVID-19 pandemic. Our new model is based on the hypotheses that the pangolin and human populations are divided into measurable partitions and also incorporates pangolin bootleg market or reservoir. First we study the important mathematical properties like existence, boundedness and positivity of solution of the proposed model. After finding the threshold quantity for the underlying model, the possible stationary states are explored. We exploit linearization as well as Lyapanuv function theory to exhibit local stability analysis of the model in terms of the threshold quantity. We then discuss the global stability analyses of the newly introduced model and found conditions for its stability in terms of the basic reproduction number. It is also shown that for certain values of R 0 , our model exhibits a backward bifurcation. Numerical simulations are performed to verify and support our analytical findings.",Epidemic Forecasting
33623621,Estimating actual COVID-19 case numbers using cumulative death count-A method of measuring effectiveness of lockdown of non-essential activities: a South African case study.,sars cov-2;case estimate;infection fatality rate;testing coverage,"Introduction: Estimating the number of SARS-CoV-2 infected individuals at any specific time point is always a challenge due to asymptomatic cases, the incubation period and testing delays. Here we use an empirical analysis of cumulative death count, transmission-to-death time lag, and infection fatality rate (IFR) to evaluate and estimate the actual cases at a specific time point as a strategy of tracking the spread of COVID-19. Methods: This method mainly uses death count, as COVID-19 related deaths are arguably more reliably reported than infection case numbers. Using an IFR estimate of 0.66%, we back-calculate the number of cases that would result in the cumulative number of deaths at a given time point in South Africa between 27 February and 14 April. We added the mean incubation period (6.4 days) and the onset-to-death time lag (17.8 days) to identify the estimated time lag between transmission and death (25 days, rounded up). We use the statistical programming language R to analyze the data and produce plots. Results: We estimate 28,182 cases as of 14 April, compared with 3,465 reported cases. Weekly growth rate of actual cases dropped immediately after lockdown implementation and has remained steady, measuring at 51.2% as of 14 April. The timing of drop in growth rate suggests that South Africa's infection prevention strategy may have been effective at reducing viral transmission. Conclusion: Estimating the actual number of cases at a specific time point can support evidence-based policies to reduce and prevent the spread of COVID-19. Non-reported, asymptomatic, hard to reach and, mild cases are possible sources of outbreaks that could emerge after lockdown. Therefore, close monitoring, optimized screening strategy and prompt response to COVID-19 could help in stopping the spread of the virus.",Epidemic Forecasting;Prevention
33623592,The pattern and trend of COVID-19 spread in the Eastern Mediterranean Region: curve-fitting models estimation.,covid-19;eastern mediterranean region;pattern,"Introduction: This study aimed to use the Curve Estimation Procedure to assess the pattern and trend of COVID-19 spread in the countries of the Eastern Mediterranean Region (EMR) by finding the model best fit for the observed COVID-19 data in each country between 20 February 2020-21 April 2020. Methods: The number of daily confirmed COVID-19 cases, recovered cases, and during the period 20 February 2020-21 April 2020 in 21 countries in EMR were extracted from the WHO situation reports. The Curve Estimation procedure was used to produce different curve estimation regression models for the observed data in each country. Results: During this observed period, the total number of confirmed cases, recovered cases, and deaths in the region were 138673, 71343, and 6291, respectively. The overall fatality rate in the region was 4.5%. The quadratic model and the cubic model follows the observed data points fairly well during the observed time period in five and nine countries, respectively. The exponential model (Y = b0 * (e**(b1 * t))), the growth model (Y = e**(b0 + (b1 * t))), and the compound model (Y = b0 * (b1**t)) were the best fit for data during the observed time period in two, three, and two countries, respectively. Conclusion: The pattern of COVID-19 spread differed between countries in the EMR. This might reflect the variations in testing and implementation of public health measures. The best curve-fitting model was demonstrated for each country and it can be used for very short-term predictions.",Epidemic Forecasting;Prevention
33623526,The dynamics of COVID-19 in the UAE based on fractional derivative modeling using Riesz wavelets simulation.,fractional differential equations;mathematical model;novel coronavirus;riesz wavelet system;smoothed pseudosplines,"The well-known novel virus (COVID-19) is a new strain of coronavirus family, declared by the World Health Organization (WHO) as a dangerous epidemic. More than 3.5 million positive cases and 250 thousand deaths (up to May 5, 2020) caused by COVID-19 and has affected more than 280 countries over the world. Therefore studying the prediction of this virus spreading in further attracts a major public attention. In the Arab Emirates (UAE), up to the same date, there are 14,730 positive cases and 137 deaths according to national authorities. In this work, we study a dynamical model based on the fractional derivatives of nonlinear equations that describe the outbreak of COVID-19 according to the available infection data announced and approved by the national committee in the press. We simulate the available total cases reported based on Riesz wavelets generated by some refinable functions, namely the smoothed pseudosplines of types I and II with high vanishing moments. Based on these data, we also consider the formulation of the pandemic model using the Caputo fractional derivative. Then we numerically solve the nonlinear system that describes the dynamics of COVID-19 with given resources based on the collocation Riesz wavelet system constructed. We present graphical illustrations of the numerical solutions with parameters of the model handled under different situations. We anticipate that these results will contribute to the ongoing research to reduce the spreading of the virus and infection cases.",Epidemic Forecasting
33623480,Monitoring and forecasting the COVID-19 epidemic in the UK.,dynamic harmonic regression;dynamic linear regression;fixed interval smoothing;forecasting;hybrid box-jenkins model;monitoring;recursive estimation;state-dependent parameter estimation,"This paper shows how existing methods of time series analysis and modeling can be exploited in novel ways to monitor and forecast the COVID-19 epidemic. In the past, epidemics have been monitored by various statistical and model metrics, such as evaluation of the effective reproduction number, R ( t ) . However, R ( t ) can be difficult and time consuming to compute. This paper suggests two relatively simple data-based metrics that could be used in conjunction with R ( t ) estimation and provide rapid indicators of how the epidemic's dynamic behavior is progressing. The new metrics are the epidemic rate of change (RC) and a related state-dependent response rate parameter (RP), recursive estimates of which are obtained from dynamic harmonic and dynamic linear regression (DHR and DLR) algorithms. Their effectiveness is illustrated by the analysis of COVID-19 data in the UK and Italy. The paper also shows how similar methodology, combined with the refined instrumental variable method for estimating hybrid Box-Jenkins models of linear dynamic systems (RIVC), can be used to relate the daily death numbers in the Italian and UK epidemics and then provide 15-day-ahead forecasts of the UK daily death numbers. The same approach can be used to model and forecast the UK epidemic based on the daily number of COVID-19 patients in UK hospitals. Finally, the paper speculates on how the state-dependent parameter (SDP) modeling procedures may provide data-based insight into a nonlinear differential equation model for epidemics such as COVID-19.",Epidemic Forecasting;Prevention
33623479,On an interval prediction of COVID-19 development based on a SEIR epidemic model.,covid-19;epidemic model;interval predictor;parameter identification,"In this paper, a new version of the well-known epidemic mathematical SEIR model is used to analyze the pandemic course of COVID-19 in eight different countries. One of the proposed model's improvements is to reflect the societal feedback on the disease and confinement features. The SEIR model parameters are allowed to be time-varying, and the ranges of their values are identified by using publicly available data for France, Italy, Spain, Germany, Brazil, Russia, New York State (US), and China. The identified model is then applied to predict the SARS-CoV-2 virus propagation under various conditions of confinement. For this purpose, an interval predictor is designed, allowing variations and uncertainties in the model parameters to be taken into account. The code and the utilized data are available on Github.",Epidemic Forecasting;Prevention
33622460,"Daily Forecasting of Regional Epidemics of Coronavirus Disease with Bayesian Uncertainty Quantification, United States.",bayesian statistics;covid-19;sars-cov-2;united states;compartmental model;coronavirus disease;epidemics;mathematical model;severe acute respiratory syndrome coronavirus 2;statistics;uncertainty;viruses;zoonoses,"To increase situational awareness and support evidence-based policymaking, we formulated a mathematical model for coronavirus disease transmission within a regional population. This compartmental model accounts for quarantine, self-isolation, social distancing, a nonexponentially distributed incubation period, asymptomatic persons, and mild and severe forms of symptomatic disease. We used Bayesian inference to calibrate region-specific models for consistency with daily reports of confirmed cases in the 15 most populous metropolitan statistical areas in the United States. We also quantified uncertainty in parameter estimates and forecasts. This online learning approach enables early identification of new trends despite considerable variability in case reporting.",Epidemic Forecasting;Prevention
33621186,"Short-Range Forecasting of COVID-19 During Early Onset at County, Health District, and State Geographic Levels Using Seven Methods: Comparative Forecasting Study.",covid-19;coronavirus disease 2019;emerging outbreak;forecasting;infectious disease;modeling and simulation;modeling disease outbreaks;public health,"BACKGROUND: Forecasting methods rely on trends and averages of prior observations to forecast COVID-19 case counts. COVID-19 forecasts have received much media attention, and numerous platforms have been created to inform the public. However, forecasting effectiveness varies by geographic scope and is affected by changing assumptions in behaviors and preventative measures in response to the pandemic. Due to time requirements for developing a COVID-19 vaccine, evidence is needed to inform short-term forecasting method selection at county, health district, and state levels. OBJECTIVE: COVID-19 forecasts keep the public informed and contribute to public policy. As such, proper understanding of forecasting purposes and outcomes is needed to advance knowledge of health statistics for policy makers and the public. Using publicly available real-time data provided online, we aimed to evaluate the performance of seven forecasting methods utilized to forecast cumulative COVID-19 case counts. Forecasts were evaluated based on how well they forecast 1, 3, and 7 days forward when utilizing 1-, 3-, 7-, or all prior-day cumulative case counts during early virus onset. This study provides an objective evaluation of the forecasting methods to identify forecasting model assumptions that contribute to lower error in forecasting COVID-19 cumulative case growth. This information benefits professionals, decision makers, and the public relying on the data provided by short-term case count estimates at varied geographic levels. METHODS: We created 1-, 3-, and 7-day forecasts at the county, health district, and state levels using (1) a naive approach, (2) Holt-Winters (HW) exponential smoothing, (3) a growth rate approach, (4) a moving average (MA) approach, (5) an autoregressive (AR) approach, (6) an autoregressive moving average (ARMA) approach, and (7) an autoregressive integrated moving average (ARIMA) approach. Forecasts relied on Virginia's 3464 historical county-level cumulative case counts from March 7 to April 22, 2020, as reported by The New York Times. Statistically significant results were identified using 95% CIs of median absolute error (MdAE) and median absolute percentage error (MdAPE) metrics of the resulting 216,698 forecasts. RESULTS: The next-day MA forecast with 3-day look-back length obtained the lowest MdAE (median 0.67, 95% CI 0.49-0.84, P<.001) and statistically significantly differed from 39 out of 59 alternatives (66%) to 53 out of 59 alternatives (90%) at each geographic level at a significance level of .01. For short-range forecasting, methods assuming stationary means of prior days' counts outperformed methods with assumptions of weak stationarity or nonstationarity means. MdAPE results revealed statistically significant differences across geographic levels. CONCLUSIONS: For short-range COVID-19 cumulative case count forecasting at the county, health district, and state levels during early onset, the following were found: (1) the MA method was effective for forecasting 1-, 3-, and 7-day cumulative case counts; (2) exponential growth was not the best representation of case growth during early virus onset when the public was aware of the virus; and (3) geographic resolution was a factor in the selection of forecasting methods.",Epidemic Forecasting;Prevention
33620096,Estimation of undetected symptomatic and asymptomatic cases of COVID-19 infection and prediction of its spread in the USA.,coronavirus;computer modeling;epidemiology;pandemics,"The reported COVID-19 cases in the United States of America have crossed over 10 million and a large number of infected cases are undetected whose estimation can be done if country-wide antibody testing is performed. In this study, we estimate this undetected fraction of the population by a modeling and simulation approach. We employ an epidemic model SIPHERD in which three categories of infection carriers, symptomatic, purely asymptomatic, and exposed are considered with different transmission rates that are taken dependent on the social distancing conditions, and the detection rate of the infected carriers is taken dependent on the tests done per day. The model is first validated for Germany and South Korea and then applied for prediction of the total number of confirmed, active and dead, and daily new positive cases in the United States. Our study predicts the possible outcomes of the infection if social distancing conditions are relaxed or kept stringent. We estimate that around 30.1 million people are already infected, and in the absence of any vaccine, 66.2 million (range: 64.3-68.0) people, or 20% (range: 19.4-20.5) of the population will be infected by mid-February 21 if social distancing conditions are not made stringent. We find the infection-to-fatality ratio to be 0.65% (range: 0.63-0.67).",Epidemic Forecasting
33619465,Bayesian estimation of the seroprevalence of antibodies to SARS-CoV-2.,bayesian;covid-19;sars-cov-2;antibody test;sensitivity;specificity,"Accurate estimations of the seroprevalence of antibodies to severe acute respiratory syndrome coronavirus 2 need to properly consider the specificity and sensitivity of the antibody tests. In addition, prior knowledge of the extent of viral infection in a population may also be important for adjusting the estimation of seroprevalence. For this purpose, we have developed a Bayesian approach that can incorporate the variabilities of specificity and sensitivity of the antibody tests, as well as the prior probability distribution of seroprevalence. We have demonstrated the utility of our approach by applying it to a recently published large-scale dataset from the US CDC, with our results providing entire probability distributions of seroprevalence instead of single-point estimates. Our Bayesian code is freely available at https://github.com/qunfengdong/AntibodyTest.",Diagnosis;Epidemic Forecasting
33619461,Mathematical modeling of COVID-19 epidemic with effect of awareness programs.,covid-19;epidemic;mathematical modeling;public awareness;reproduction number,"Severe acute respiratory syndrome coronavirus 2 (SARS-COV-2) is a novel virus that emerged in China in late 2019 and caused a pandemic of coronavirus disease 2019 (COVID-19). The epidemic has largely been controlled in China since March 2020, but continues to inflict severe public health and socioeconomic burden in other parts of the world. One of the major reasons for China's success for the fight against the epidemic is the effectiveness of its health care system and enlightenment (awareness) programs which play a vital role in the control of the COVID-19 pandemic. Nigeria is currently witnessing a rapid increase of the epidemic likely due to its unsatisfactory health care system and inadequate awareness programs. In this paper, we propose a mathematical model to study the transmission dynamics of COVID-19 in Nigeria. Our model incorporates awareness programs and different hospitalization strategies for mild and severe cases, to assess the effect of public awareness on the dynamics of COVID-19 infection. We fit the model to the cumulative number of confirmed COVID-19 cases in Nigeria from 29 March to 12 June 2020. We find that the epidemic could increase if awareness programs are not properly adopted. We presumed that the effect of awareness programs could be estimated. Further, our results suggest that the awareness programs and timely hospitalization of active cases are essential tools for effective control and mitigation of COVID-19 pandemic in Nigeria and beyond. Finally, we perform sensitive analysis to point out the key parameters that should be considered to effectively control the epidemic.",Epidemic Forecasting;Prevention
33619443,Supervised machine learning approach to molecular dynamics forecast of SARS-CoV-2 spike glycoproteins at varying temperatures.,computation;machine learning;molecular;simulation,"Abstract: Molecular dynamics (MD) simulations are a widely used technique in modeling complex nanoscale interactions of atoms and molecules. These simulations can provide detailed insight into how molecules behave under certain environmental conditions. This work explores a machine learning (ML) solution to predicting long-term properties of SARS-CoV-2 spike glycoproteins (S-protein) through the analysis of its nanosecond backbone RMSD (root-mean-square deviation) MD simulation data at varying temperatures. The simulation data were denoised with fast Fourier transforms. The performance of the models was measured by evaluating their mean squared error (MSE) accuracy scores in recurrent forecasts for long-term predictions. The models evaluated include k-nearest neighbors (kNN) regression models, as well as GRU (gated recurrent unit) neural networks and LSTM (long short-term memory) autoencoder models. Results demonstrated that the kNN model achieved the greatest accuracy in forecasts with MSE scores over around 0.01 nm less than those of the GRU model and the LSTM autoencoder. Furthermore, it demonstrated that the kNN model accuracy increases with data size but can still forecast relatively well when trained on small amounts of data, having achieved MSE scores of around 0.02 nm when trained on 10,000 ns of simulation data. This study provides valuable information on the feasibility of accelerating the MD simulation process through training and predicting supervised ML models, which is particularly applicable in time-sensitive studies. Graphic abstract: SARS-CoV-2 spike glycoprotein molecular dynamics simulation. Extraction and denoising of backbone RMSD data. Evaluation of k-nearest neighbors regression, GRU neural network, and LSTM autoencoder models in recurrent forecasting for long-term property predictions.",Epidemic Forecasting;Mechanism
33619436,4P Model for Dynamic Prediction of COVID-19: a Statistical and Machine Learning Approach.,4p model;covid-19;kinetics-modeling-fitting;lstm;non-linear exponential model,"Around the world, scientists are racing hard to understand how the COVID-19 epidemic is spreading and growing, thus trying to find ways to prevent it before medications are available. Many different models have been proposed so far correlating different factors. Some of them are too localized to indicate a general trend of the pandemic while some others have established transient correlations only. Hence, in this study, taking Bangladesh as a case, a 4P model has been proposed based on four probabilities (4P) which have been found to be true for all affected countries. Efficiency scores have been estimated from survey analysis not only for governing authorities on managing the situation (P(G)) but also for the compliance of the citizens ((P(P)). Since immune responses to a specific pathogen can vary from person to person, the probability of a person getting infected ((P(I)) after being exposed has also been estimated. And the vital one is the probability of test positivity ((P(T)) which is a strong indicator of how effectively the infected people are diagnosed and isolated from the rest of the group that affects the rate of growth. All the four parameters have been fitted in a non-linear exponential model that partly updates itself periodically with everyday facts. Along with the model, all the four probabilistic parameters are engaged to train a recurrent neural network using long short-term memory neural network and the followed trial confirmed a ruling functionality of the 4Ps.",Epidemic Forecasting
33619433,Mathematical analysis of a within-host model of SARS-CoV-2.,basic reproduction number;epithelial cells;global stability;sars-cov-2,"In this paper, we have mathematically analyzed a within-host model of SARS-CoV-2 which is used by Li et al. in the paper ""The within-host viral kinetics of SARS-CoV-2"" published in (Math. Biosci. Eng. 17(4):2853-2861, 2020). Important properties of the model, like nonnegativity of solutions and their boundedness, are established. Also, we have calculated the basic reproduction number which is an important parameter in the infection models. From stability analysis of the model, it is found that stability of the biologically feasible steady states are determined by the basic reproduction number ( chi 0 ) . Numerical simulations are done in order to substantiate analytical results. A biological implication from this study is that a COVID-19 patient with less than one basic reproduction ratio can automatically recover from the infection.",Epidemic Forecasting
33619419,Fractional model for the spread of COVID-19 subject to government intervention and public perception.,covid-19;epidemiology models;fractional seir models;fractional models;generalized exponential time differencing (getd);mitigation measures,"COVID-19 pandemic has impacted people all across the world. As a result, there has been a collective effort to monitor, predict, and control the spread of this disease. Among this effort is the development of mathematical models that could capture accurately the available data and simulate closely the futuristic scenarios. In this paper, a fractional-order memory-dependent model for simulating the spread of COVID-19 is proposed. In this model, the impact of governmental interventions and public perception are incorporated as part of the nonlinear time-varying transmission rate. In addition, an algorithm for approximating the optimal values of the fractional order and strength of governmental interventions is provided. This approach makes our model suitable for capturing the given data set and consequently reliable for future predictions. The model simulation is performed using the two-step generalized exponential time-differencing method and tested for data from Mainland China, Italy, Saudi Arabia and Brazil. The simulation results demonstrate that the fractional order model calibrates to the data better than its integer order counterpart. This observation is further endorsed by the calculated error metrics.",Epidemic Forecasting;Prevention
33619337,Modeling COVID-19 epidemics in an Excel spreadsheet to enable first-hand accurate predictions of the pandemic evolution in urban areas.,,"COVID-19, the first pandemic of this decade and the second in less than 15 years, has harshly taught us that viral diseases do not recognize boundaries; however, they truly do discriminate between aggressive and mediocre containment responses. We present a simple epidemiological model that is amenable to implementation in Excel spreadsheets and sufficiently accurate to reproduce observed data on the evolution of the COVID-19 pandemics in different regions [i.e., New York City (NYC), South Korea, Mexico City]. We show that the model can be adapted to closely follow the evolution of COVID-19 in any large city by simply adjusting parameters related to demographic conditions and aggressiveness of the response from a society/government to epidemics. Moreover, we show that this simple epidemiological simulator can be used to assess the efficacy of the response of a government/society to an outbreak. The simplicity and accuracy of this model will greatly contribute to democratizing the availability of knowledge in societies regarding the extent of an epidemic event and the efficacy of a governmental response.",Epidemic Forecasting;Prevention
33619027,The European COVID-19 drugs calculation tool: an aid for the estimation of the drugs needed during the SARS-CoV 2 pandemic.,clinical medicine;covid-19;medical informatics;critical care;health care economics and organizations;health care rationing;practice guideline;public health,"OBJECTIVE: To create an informatics supportive tool, which can assist healthcare professionals in estimating potential requirements for essential drug supplies to respond to the current SARS-CoV-2 pandemic based on epidemiological forecasting. METHODS: The tool was based on a Susceptible-Infected-Removed (SIR) epidemiological model in which the population is divided into three compartments and transmission parameters are specified to define the rate at which people move between stages. Appropriate data entry was guaranteed by the creation of structured guided paths. The drugs needed for the forecasted patients were estimated according to a list of critical care drugs compiled by consulting previous published scientific works, national and international guidelines. For each drug, an estimation was made of the percentage average ICU uptake for each therapeutic group and active principle. RESULTS: The tool consists of a Microsoft Excel template that is based on the initial epidemiological situation, the non-pharmaceutical interventions applied, the risk of hospitalisation based on the population age distribution, and the hospital beds available. The tool provides a forecast of which patients with COVID-19 will need to be treated in a hospital setting. The number of patients is used to estimate the drugs needed based on the average daily dose and the treatment length of each drug. The possibility of editing the type of distribution (exponential or linear) of the number of patients at the beginning of the analysis, the percentage adherence with non-pharmaceutical interventions and their delayed effect, and all the key epidemiological parameters make the estimation tailorable to different clinical contexts and needs. CONCLUSIONS: This model might be an effective supporting tool that could be easily implemented within the workflow of health professionals. All the information reported in this paper could be useful in developing new strategies to tackle the COVID-19 pandemic.",Epidemic Forecasting;Prevention;Treatment
33617534,Estimation of the case fatality rate based on stratification for the COVID-19 outbreak.,,"This work is motivated by the recent worldwide pandemic of the novel coronavirus disease (COVID-19). When an epidemiological disease is prevalent, estimating the case fatality rate, the proportion of deaths out of the total cases, accurately and quickly is important as the case fatality rate is one of the crucial indicators of the risk of a disease. In this work, we propose an alternative estimator of the case fatality rate that provides more accurate estimate during an outbreak by reducing the downward bias (underestimation) of the naive CFR, the proportion of deaths out of confirmed cases at each time point, which is the most commonly used estimator due to the simplicity. The proposed estimator is designed to achieve the availability of real-time update by using the commonly reported quantities, the numbers of confirmed, cured, deceased cases, in the computation. To enhance the accuracy, the proposed estimator adapts a stratification, which allows the estimator to use information from heterogeneous strata separately. By the COVID-19 cases of China, South Korea and the United States, we numerically show the proposed stratification-based estimator plays a role of providing an early warning about the severity of a epidemiological disease that estimates the final case fatality rate accurately and shows faster convergence to the final case fatality rate.",Epidemic Forecasting
33617518,COVID-19 in Chile: The usefulness of simple epidemic models in practice.,chile;models;covid,"Objectives: The purpose of this article is to describe and develop the predictive value of three models during the COVID-19 epidemic in Chile, providing knowledge for decision-making in health. Methods: We developed three models during the epidemic: a discrete model to predict the maximum burden on the health system in a short time framea basic SEIR (susceptible-exposed-infected-removed) model with discrete equations; a stochastic SEIR model with the Monte Carlo method; and a Gompertz-type model for metropolitan city of Santiago. Results: The maximum potential burden model has been useful throughout the monitoring of the epidemic, providing an upper bound for the number of cases, intensive care unit occupancy, and deaths. Deterministic and stochastic SEIR models were very useful in predicting the rise of cases and the peak and onset of case decline; however, they lost utility in the current situation due to the asynchronous recruitment of cases in the regions and the persistence of a strong endemic. The Gompertz model had a better fit in the decline since it best captures the epidemic curves asymmetry in Santiago. Conclusions: The models have shown great utility in monitoring the epidemic in Chile, with different objectives in different epidemic stages. They have complemented empirical indicators such as reported cases, fatality, deaths, and others, making it possible to predict situations of interest and visualization of the short and long-term local behavior of this pandemic.",Epidemic Forecasting;Prevention
