pmid,title,keywords,abstract,labels
33797392,"Linked transmission chains of imported SARS-CoV-2 variant B.1.351 across mainland France, January 2021.",,"Two cases of confirmed SARS-CoV-2 infection with the B.1.351 variant were reported in France in mid-January, 2020. These cases attended a gathering in Mozambique in mid-December 2020. Investigations led to the identification of five imported cases responsible for 14 transmission chains and a total 36 cases. Epidemiological characteristics seemed comparable to those described before the emergence of the South African variant B.1.351. The lack of tertiary transmission outside of the personal sphere suggests that distancing and barrier measures were effective.",Prevention;Transmission
33797051,Estimation of the SARS-CoV-2 transmission probability in confined traffic space and evaluation of the mitigation strategies.,,"Public transport is a fundamental service for the resumption of work and production, but the enclosed environment and dense population create very favorable conditions for the spread of epidemic infections. Thus, effective public health interventions are urgently introduced. The objective of this paper is to quantitatively estimate the SARS-CoV-2 transmission probability and evaluate the influence of environmental parameters and individual intervention on the epidemic prevention. For this purpose, (1) we estimate the virus emission rate with Diamond Princess Cruise Ship infection data by Monte Carlo simulation and the improved Wells-Riley model, and (2) employ the reproductive number R to quantify diverse mitigation strategies. Different determinants are examined such as the duration of exposure, the number of passengers combined with individual interventions such as mask type and mask-wearing rate. The results show that the SARS-CoV-2 quantum generation rate is 185.63. The R shows a stronger positive correlation with the exposure time comparing to the number of passengers. In this light, reducing the frequency of long-distance journeys on crowded public transportation may be required to reduce the spread of the virus during the pandemic. N95 mask and surgical mask can reduce the transmission risk by 97 and 84%, respectively, and even homemade mask can reduce the risk by 67%, which indicates that it is necessary to advocate wearing masks on public transportation.",Prevention;Transmission
33796490,Surveillance of Acute SARS-CoV-2 Infections in School Children and Point-Prevalence During a Time of High Community Transmission in Switzerland.,,"Background: Switzerland had one of the highest incidence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Europe during the second wave. Schools were open as in most of Europe with specific preventive measures in place. However, the frequency and transmission of acute unrecognized, asymptomatic or oligosymptomatic infections in schools during this time of high community transmission is unknown. Thereof, our aim was to pilot a surveillance system that detects acute SARS-CoV-2 infections in schools and possible transmission within classes. Methods: Fourteen out of the randomly selected sample of the Ciao Corona cohort study participated between December 1 and 11, a time when incidence rate for SARS-CoV-2 infections was high for the canton of Zurich. We determined point-prevalence of acute SARS-CoV-2 infections of school children attending primary and secondary school. A buccal swab for polymerase chain reaction (PCR) and a rapid diagnostic test (RDT) to detect SARS-CoV-2 were taken twice 1 week apart (T1 and T2) in a cohort of children from randomly selected classes. A questionnaire assessed demographics and symptoms compatible with a SARS-CoV-2 infection during the past 5 days. Results: Out of 1,299 invited children, 641 (49%) 6- to 16-year-old children and 66 teachers from 14 schools and 67 classes participated in at least one of two testings. None of the teachers but one child had a positive PCR at T1, corresponding to a point-prevalence in children of 0.2% (95% CI 0.0-1.1%), and no positive PCR was detected at T2. The child with positive PCR at T1 was negative on the RDT at T1 and both tests were negative at T2. There were 7 (0.6%) false positive RDTs in children and 2 (1.7%) false positive RDTs in teachers at T1 or T2 among 5 schools (overall prevalence 0.7%). All 9 initially positive RDTs were negative in a new buccal sample taken 2 h to 2 days later, also confirmed by PCR. Thirty-five percent of children and 8% of teachers reported mild symptoms during the 5 days prior to testing. Conclusion: In a setting of high incidence of SARS-CoV-2 infections, unrecognized virus spread within schools was very low. Schools appear to be safe with the protective measures in place (e.g., clearly symptomatic children have to stay at home, prompt contact tracing with individual and class-level quarantine, and structured infection prevention measures in school). Specificity of the RDT was within the lower boundary of performance and needs further evaluation for its use in schools. Given the low point prevalence even in a setting of very high incidence, a targeted test, track, isolate and quarantine (TTIQ) strategy for symptomatic children and school personnel adapted to school settings is likely more suitable approach than surveillance on entire classes and schools. Clinical Trial Registration: https://clinicaltrials.gov/ct2/show/NCT04448717, ClinicalTrials.gov NCT04448717.",Diagnosis;Prevention;Transmission
33795938,"Corona Viruses: A Review on SARS, MERS and COVID-19.",,"After the outbreak of SARS and MERS, the world is now in the grip of another viral disease named COVID-19 caused by a beta Coronavirus - SARS COV-2 which appears to be the only one with a pandemic potential. The case of COVID-19 was reported in the Hubei province of Wuhan city in Central China at the end of December 2019 and it is suspected that the sea food market played a role in this outbreak which was closed abruptly. Subsequently, a Public Health Emergency of International Concern was declared on 30 January 2020 by the World Health Organization. Both SARS and MERS corona viruses had its reservoir in bats and were transferred to humans from palm civets and camels respectively. This virus can be transmitted through airborne droplets. Natural reservoir and intermediate host of COVID-19 is yet to be identified. This paper reviews the occurrences of viral diseases in the recent times including SARS and MERS. As an addition to this, the paper will contain a detailed examination of the COVID-19 Pandemic.",Mechanism;Transmission
33795937,SARS-CoV-2 as Enteric Virus in Wastewater: Which Risk on the Environment and Human Behavior?,,"Microorganisms such as viruses, bacteria, and protozoa are the cause of many waterborne human infections. These microbes are either naturally present in aquatic environments or transferred within them by fecal sources. They remain in these environments for varying lengths of time before contaminating a new host. With the emergence of the COVID-19 pandemic, some studies have reported the presence of viral nucleic acids in stool samples from COVID-19 patients, suggesting the possibility of fecal-oral transmission. The SARS-CoV-2 RNA was thereby detected in the wastewater of symptomatic and asymptomatic people with a risk to human and environmental health. In this work, we try to discuss the different potential sources of this contamination, the forms of persistence in the environment, the techniques of partial elimination, and the possibility of creating new reservoirs.",Prevention;Transmission
33795722,Analysis of SARS-CoV-2 genomic epidemiology reveals disease transmission coupled to variant emergence and allelic variation.,,"The spread of SARS-CoV-2 created a pandemic crisis with > 150,000 cumulative cases in > 65 countries within a few months. The reproductive number (R) is a metric to estimate the transmission of a pathogen during an outbreak. Preliminary published estimates were based on the initial outbreak in China. Whole genome sequences (WGS) analysis found mutational variations in the viral genome; however, previous comparisons failed to show a direct relationship between viral genome diversity, transmission, and the epidemic severity. COVID-19 incidences from different countries were modeled over the epidemic curve. Estimates of the instantaneous R (Wallinga and Teunis method) with a short and standard serial interval were done. WGS were used to determine the populations genomic variation and that underpinned creation of the pathogen genome identity (GENI) score, which was merged with the outbreak curve in four distinct phases. Inference of transmission time was based on a mutation rate of 2 mutations/month. R estimates revealed differences in the transmission and variable infection dynamics between and within outbreak progression for each country examined. Outside China, our R estimates observed propagating dynamics indicating that other countries were poised to move to the takeoff and exponential stages. Population density and local temperatures had no clear relationship to the outbreak progression. Integration of incidence data with the GENI score directly predicted increases in cases as the genome variation increased that led to new variants. Integrating the outbreak curve, dynamic R, and SNP variation found a direct association between increasing cases and transmission genome evolution. By defining the epidemic curve into four stages and integrating the instantaneous country-specific R with the GENI score, we directly connected changes in individual outbreaks based on changes in the virus genome via SNPs. This resulted in the ability to forecast potential increases in cases as well as mutations that may defeat PCR screening and the infection process. By using instantaneous R estimations and WGS, outbreak dynamics were defined to be linked to viral mutations, indicating that WGS, as a surveillance tool, is required to predict shifts in each outbreak that will provide actionable decision making information. Integrating epidemiology with genome sequencing and modeling allows for evidence-based disease outbreak tracking with predictive therapeutically valuable insights in near real time.",Epidemic Forecasting;Mechanism;Transmission
33794172,An investigation for airflow and deposition of PM2.5 contaminated with SAR-CoV-2 virus in healthy and diseased human airway.,,"This study is motivated by the amplified transmission rates of the SAR-CoV-2 virus in areas with high concentrations of fine particulates (PM2.5) as reported in northern Italy and Mexico. To develop a deeper understanding of the contribution of PM2.5 in the propagation of the SAR-CoV-2 virus in the population, the deposition patterns and efficiencies (DEs) of PM2.5 laced with the virus in healthy and asthmatic airways are studied. Physiologically correct 3-D models for generations 10-12 of the human airways are applied to carry out a numerical analysis of two-phase flow for full breathing cycles. Two concentrations of PM2.5 are applied for the simulation, i.e., 30 mugm(-3) and 80 mugm(-3) for three breathing statuses, i.e., rest, light exercise, and moderate activity. All the PM2.5 injected into the control volume is assumed to be 100% contaminated with the SAR-CoV-2 virus. Skewed air-flow phenomena at the bifurcations are proportional to the Reynolds number at the inlet, and their intensity in the asthmatic airway exceeded that of the healthy one. Upon exhalation, two peak air-flow vectors from daughter branches combine to form one big vector in the parent generation. Asthmatic airway models has higher deposition efficiencies (DEs) for contaminated PM2.5 as compared to the healthy one. Higher DEs arise in the asthmatic airway model due to complex secondary flows which increase the impaction of contaminated PM2.5 on airways' walls.",Diagnosis;Prevention;Transmission
33793611,"A comprehensive analysis of COVID-19 transmission and mortality rates at the county level in the United States considering socio-demographics, health indicators, mobility trends and health care infrastructure attributes.",,"BACKGROUND: Several research efforts have evaluated the impact of various factors including a) socio-demographics, (b) health indicators, (c) mobility trends, and (d) health care infrastructure attributes on COVID-19 transmission and mortality rate. However, earlier research focused only on a subset of variable groups (predominantly one or two) that can contribute to the COVID-19 transmission/mortality rate. The current study effort is designed to remedy this by analyzing COVID-19 transmission/mortality rates considering a comprehensive set of factors in a unified framework. METHODS AND FINDINGS: We study two per capita dependent variables: (1) daily COVID-19 transmission rates and (2) total COVID-19 mortality rates. The first variable is modeled using a linear mixed model while the later dimension is analyzed using a linear regression approach. The model results are augmented with a sensitivity analysis to predict the impact of mobility restrictions at a county level. Several county level factors including proportion of African-Americans, income inequality, health indicators associated with Asthma, Cancer, HIV and heart disease, percentage of stay at home individuals, testing infrastructure and Intensive Care Unit capacity impact transmission and/or mortality rates. From the policy analysis, we find that enforcing a stay at home order that can ensure a 50% stay at home rate can result in a potential reduction of about 33% in daily cases. CONCLUSIONS: The model framework developed can be employed by government agencies to evaluate the influence of reduced mobility on transmission rates at a county level while accommodating for various county specific factors. Based on our policy analysis, the study findings support a county level stay at home order for regions currently experiencing a surge in transmission. The model framework can also be employed to identify vulnerable counties that need to be prioritized based on health indicators for current support and/or preferential vaccination plans (when available).",Prevention;Transmission
33793301,"Quantitative Microbial Risk Assessment for Airborne Transmission of SARS-CoV-2 via Breathing, Speaking, Singing, Coughing, and Sneezing.",,"BACKGROUND: Evidence for indoor airborne transmission of SARS-CoV-2 is accumulating. OBJECTIVES: We assessed of the risk of illness due to airborne SARS-CoV-2 particles from breathing, speaking, singing, coughing, and sneezing in indoor environments. METHODS: A risk assessment model, AirCoV2, for exposure to SARS-CoV-2 particles in aerosol droplets was developed. Previously published data on droplets expelled by breathing, speaking, singing, coughing, and sneezing by an infected person were used as inputs. Scenarios encompassed virus concentration, exposure time, and ventilation. Newly collected data of virus RNA copies in mucus from patients are presented. RESULTS: The expelled volume of aerosols was highest for a sneeze, followed by a cough, singing, speaking, and breathing. After 20 min of exposure, at 107 RNA copies/mL in mucus, all mean illness risks were largely estimated to be below 0.001, except for the ""high"" sneeze scenario. At virus concentrations above 108 RNA copies/mL, and after 2 h of exposure, in the high and ""low"" sneeze scenarios, the high cough scenario and the singing scenario, risks exceeded 0.01 and may become very high, whereas the low coughing scenario, the high and low speaking scenarios and the breathing scenario remained below 0.1. After 2 h of exposure, singing became the second highest risk scenario. One air exchange per hour reduced risk of illness by about a factor of 2. Six air exchanges per hour reduced risks of illness by a factor of 8-13 for the sneeze and cough scenarios and by a factor of 4-9 for the other scenarios. DISCUSSION: The large variation in the volume of expelled aerosols is discussed. The model calculations indicated that SARS-CoV-2 transmission via aerosols outside of the 1.5-m social distancing norm can occur. Virus concentrations in aerosols and/or the amount of expelled aerosol droplets need to be high for substantial transmission via this route. AirCoV2 is made available as interactive computational tool. https://doi.org/10.1289/EHP7886.",Prevention;Transmission
33792855,"An investigation into the rates of transmission of SARS-CoV-2 during the first 6 weeks of the 2020-2021 academic year in primary and post-primary schools in Cork and Kerry, Ireland.",,"BACKGROUND: Schools in Ireland closed in March 2020 as part of a national strategy to contain the spread of severe acute respiratory syndrome (SARS-CoV-2). The extent to which schools contribute to the overall propagation of SARS-CoV-2 was continuing to evolve internationally. AIMS: To examine regional data on SARS-CoV-2 transmission in primary, post-primary and special schools in Cork and Kerry, two counties in southwest Ireland, during the first 6 weeks of the 2020-2021 academic year and determine the rate of in-school transmission. METHODS: Data were obtained from the Computerised Infectious Disease Reporting (CIDR) system and supplemented with digital records from the regional Department of Public Health (Dept PH) and from the Health Service Executive (HSE) Covid Care Tracker application. The positivity rate among school close contacts was calculated to determine the rate of in-school SARS-CoV-2 transmission. RESULTS: The overall rate of in-school transmission of SARS-CoV-2 was low at 4.1%. Positivity rates among students and staff who were close contacts were similarly low (3.1% vs. 6.9%, p = 0.07). One secondary case of coronavirus disease 2019 (COVID-19) emerged, on average, for every 7.6 infectious days spent by an index case in school. Schools accounted for 2.2% of all notified cases of COVID-19 in the region during the observation period. CONCLUSIONS: During the first 6 weeks of the academic year, the rate of in-school SARS-CoV-2 transmission in the region was low, and schools did not contribute substantially to the overall burden of COVID-19.",Prevention;Transmission
33792808,The impact of the non-essential business closure policy on Covid-19 infection rates.,,"In response to the Covid-19 pandemic, many localities instituted non-essential business closure orders, keeping individuals categorized as essential workers at the frontlines while sending their non-essential counterparts home. We examine the extent to which being designated as an essential or non-essential worker impacts one's risk of being Covid-positive following the non-essential business closure order in Pennsylvania. We also assess the intrahousehold transmission risk experienced by their cohabiting family members and roommates. Using a difference-in-differences framework, we estimate that workers designated as essential have a 55% higher likelihood of being positive for Covid-19 than those classified as non-essential; in other words, non-essential workers experience a protective effect. While members of the health care and social assistance subsector contribute significantly to this overall effect, it is not completely driven by them. We also find evidence of intrahousehold transmission that differs in intensity by essential status. Dependents cohabiting with an essential worker have a 17% higher likelihood of being Covid-positive compared to those cohabiting with a non-essential worker. Roommates cohabiting with an essential worker experience a 38% increase in likelihood of being Covid-positive. Analysis of households with a Covid-positive member suggests that intrahousehold transmission is an important mechanism driving these effects.",Prevention;Transmission
33792122,Consistency of global recommendations regarding open versus laparoscopic surgery during the COVID-19 pandemic: a systematic review.,,"BACKGROUND: Throughout the COVID-19 pandemic, there has been worldwide debate regarding whether open surgery should be performed in preference to laparoscopic surgery due to the theoretical higher risk of viral aerosolization by the release of pneumoperitoneum. We aimed to assess the consistency of national and international surgical society recommendations regarding the choice of surgical approach; assess the quality of evidence of viral emission in surgical aerosol; and assess the quality of evidence comparing aerosol generation by different surgical energy devices. METHODS: A systematic review of PubMed, Medline, Embase and Cochrane databases was performed. Three search strategies were employed. Twenty-eight studies were included in the final analysis and quality appraised. Confidence in review findings was assessed using the GRADE-CERQual (Confidence in Evidence from Reviews of Qualitative research) tool. RESULTS: Worldwide recommendations regarding open versus laparoscopic surgery are consistent, with a majority recommending that surgical approach is decided on a case-by-case, risk minimization approach. There is limited, low-quality evidence that viral particles can be emitted in surgical aerosol. There is a paucity of literature on the quantity of aerosol produced by different surgical energy devices, and no evidence to support the use of certain surgical instruments to minimize aerosol production. CONCLUSIONS: There is considerable consistency among worldwide recommendations regarding the choice of surgical approach, although the evidence base is lacking. To inform clinical recommendations, further research examining viral emission, transmission, infectivity and amount of surgical aerosol produced is required.",Prevention;Transmission
33791096,Absence of detection of RSV and influenza during the COVID-19 pandemic in a Brazilian cohort: Likely role of lower transmission in the community.,,"Background: Respiratory syncytial virus (RSV) and influenza are prevalent seasonal community viruses. Although not completely understood, SARS-CoV-2 may have the same means of transmission. Preventive social measures aimed at preventing SARS-CoV-2 spread could impact transmission of other respiratory viruses as well. The aim of this study is to report the detection of RSV and influenza during the period of social distancing due to COVID-19 pandemic in a heavily affected community. Methods: Prospective study with pediatric and adult populations seeking care for COVID-19-like symptoms during the fall and winter of 2020 at two hospitals in Southern Brazil. RT-PCR tests for SARS-CoV-2, influenza A (Flu A), influenza B (Flu B) and respiratory syncytial virus (RSV) was performed for all participants. Results: 1435 suspected COVID-19 participants (1137 adults, and 298 children). were included between May and August. Median age was 37.7 years (IQR = 29.6-47.7), and 4.92 years (IQR = 1.96-9.53), for the adult and child cohorts, respectively. SARS-CoV-2 was positive in 469 (32.7%) while influenza and RSV were not detected at all. Conclusions: Measures to reduce SARS-CoV-2 transmission likely exerted a huge impact in the spread of alternate respiratory pathogens. These findings contribute to the knowledge about the dynamics of virus spread. Further, it may be considered for guiding therapeutic choices for these other viruses.",Diagnosis;Prevention;Transmission
33790874,Emergence of Bat-Related Betacoronaviruses: Hazard and Risks.,,"The current Coronavirus Disease 2019 (COVID-19) pandemic, with more than 111 million reported cases and 2,500,000 deaths worldwide (mortality rate currently estimated at 2.2%), is a stark reminder that coronaviruses (CoV)-induced diseases remain a major threat to humanity. COVID-19 is only the latest case of betacoronavirus (beta-CoV) epidemics/pandemics. In the last 20 years, two deadly CoV epidemics, Severe Acute Respiratory Syndrome (SARS; fatality rate 9.6%) and Middle East Respiratory Syndrome (MERS; fatality rate 34.7%), plus the emergence of HCoV-HKU1 which causes the winter common cold (fatality rate 0.5%), were already a source of public health concern. Betacoronaviruses can also be a threat for livestock, as evidenced by the Swine Acute Diarrhea Syndrome (SADS) epizootic in pigs. These repeated outbreaks of beta-CoV-induced diseases raise the question of the dynamic of propagation of this group of viruses in wildlife and human ecosystems. SARS-CoV, SARS-CoV-2, and HCoV-HKU1 emerged in Asia, strongly suggesting the existence of a regional hot spot for emergence. However, there might be other regional hot spots, as seen with MERS-CoV, which emerged in the Arabian Peninsula. beta-CoVs responsible for human respiratory infections are closely related to bat-borne viruses. Bats are present worldwide and their level of infection with CoVs is very high on all continents. However, there is as yet no evidence of direct bat-to-human coronavirus infection. Transmission of beta-CoV to humans is considered to occur accidentally through contact with susceptible intermediate animal species. This zoonotic emergence is a complex process involving not only bats, wildlife and natural ecosystems, but also many anthropogenic and societal aspects. Here, we try to understand why only few hot spots of beta-CoV emergence have been identified despite worldwide bats and bat-borne beta-CoV distribution. In this work, we analyze and compare the natural and anthropogenic environments associated with the emergence of beta-CoV and outline conserved features likely to create favorable conditions for a new epidemic. We suggest monitoring South and East Africa as well as South America as these regions bring together many of the conditions that could make them future hot spots.",Mechanism;Prevention;Transmission
33790065,"Epidemiology of coronavirus disease 2019 in Yamagata Prefecture, Japan, January-May 2020: The importance of retrospective contact tracing.",,"Public health interventions have served an important role in controlling coronavirus disease 2019 (COVID-19), a rapidly spreading infectious disease. To contribute to future COVID-19 countermeasures, we aimed at verifying the results of countermeasures achieved by public health centers (PHCs) against the first wave of COVID-19 in Yamagata Prefecture, Japan. During January-May 2020, 1,253 patients suspected of SARS-CoV-2 infection were invited for testing. Simultaneously, based on retrospective contact tracings, PHCs investigated the infection sources and transmission routes of laboratory-confirmed COVID-19 cases and tested 928 contacts. Consequently, 69 cases were confirmed during March 31 - May 4, 58 (84.1%; 95% confidence interval 75.5-92.7) of whom were found from contacts. The spread of infection was triggered by cases harboring epidemiological links outside of Yamagata. Then, the number of cases increased rapidly. However, PHCs identified epidemiological links in 61 (88.4%; 95% confidence interval 80.8-96.0) of the 69 cases and transmission chains up to the fifth generation. Finally, the spread of infection ended after approximately one month. Our results indicate that the identification of infection sources and active case finding from contacts based on retrospective contact tracing was likely to be an effective strategy to end the first wave of COVID-19 in Yamagata.",Prevention;Transmission
33788923,Estimation of secondary household attack rates for emergent spike L452R SARS-CoV-2 variants detected by genomic surveillance at a community-based testing site in San Francisco.,,"BACKGROUND: Sequencing of the SARS-CoV-2 viral genome from patient samples is an important epidemiological tool for monitoring and responding to the pandemic, including the emergence of new mutations in specific communities. METHODS: SARS-CoV-2 genomic sequences were generated from positive samples collected, along with epidemiological metadata, at a walk-up, rapid testing site in the Mission District of San Francisco, California during November 22-December 1, 2020 and January 10-29, 2021. Secondary household attack rates and mean sample viral load were estimated and compared across observed variants. RESULTS: A total of 12,124 tests were performed yielding 1,099 positives. From these, 928 high quality genomes were generated. Certain viral lineages bearing spike mutations, defined in part by L452R, S13I, and W152C, comprised 54.4% of the total sequences from January, compared to 15.7% in November. Household contacts exposed to the ""California"" or ""West Coast"" variants (B.1.427 and B.1.429) were at higher risk of infection compared to household contacts exposed to lineages lacking these variants (0.36 vs 0.29, RR=1.28; 95% CI:1.00-1.64). The reproductive number was estimated to be modestly higher than other lineages spreading in California during the second half of 2020. Viral loads were similar among persons infected with West Coast versus non-West Coast strains, as was the proportion of individuals with symptoms (60.9% vs 64.3%). CONCLUSIONS: The increase in prevalence, relative household attack rates, and reproductive number are consistent with a modest transmissibility increase of the West Coast variants.",Prevention;Transmission
33788655,Potential Risk and Safety Measures in Laparoscopy in COVID-19 Positive Patients.,,"Background. During the COVID-19 pandemic the question arises if laparoscopy, as an aerosol forming procedure, poses a potential risk for viral transmission of SARS-CoV-2 to healthcare workers. Methods. A literature search was conducted using PubMed, Embase and MEDLINE. Articles reporting information regarding COVID-19 or other relevant viruses and laparoscopy, surgical smoke, aerosols and viral transmission were included. Results. Although aerosols produced during laparoscopy do not originate from the respiratory tract, the main transmission route of SARS-CoV-2, research did show SARS-CoV-2 to be present in other body fluids. The transmission risk via this route is however considered very low. As previous research showed potential viral transmission during laparoscopy for viruses that spread through contaminated body fluids, there might be a potential risk of SARS-CoV-2 transmission during laparoscopy, albeit considered very small. Conclusion. Due to the small risk compared to widely known benefits of laparoscopy, there is no reason to replace laparoscopy by laparotomy due to COVID-19 infection. To avoid the potential small risk of viral transmission, additional safety measures are advised.",Prevention;Transmission
33787517,"Prevalence of Anti-SARS-CoV-2 Specific Antibodies in Health-Care Workers Compared to General Population during an Early Phase of the Pandemic, Tehran-Iran.",,"BACKGROUND: Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) rapidly transmits in general population, mainly between health-care workers (HCWs) who are in close contact with patients. OBJECTIVE: To study the seropositivity of HCWs as a high-risk group compared to general population. METHODS: 72 samples were obtained from HCWs working in Masih Daneshvari hospital as one of the main COVID-19 admission centers in Tehran, during April 4 to 6, 2020. Also we collected 2021 blood samples from general population. The SARS-CoV-2 specific IgM, and IgG antibodies in the collected serum specimens were measured by commercial ELISA kits. RESULTS: Based on the clinical manifestations, 25.0%, 47.2%, and 27.8% of HCWs were categorized as symptomatic with typical symptoms, symptomatic with atypical symptoms, and asymptomatic, respectively. Symptomatic individuals with typical and atypical symptoms were 63.2% and 36.8% positive in RT-PCR test, respectively. Anti-SARS-CoV-2 IgM and IgG antibodies were detected in 15.3% and 27.8% of HCWs samples, respectively. Antibody testing in the general population indicated that SARS-CoV-2 specific IgM and IgG were found in (162/2021) 8%, and (290/2021) 14.4%, respectively. The frequency of positive cases of IgM and IgG were significantly increased in HCWs compared to general population (p= 0.028 for IgM and p= 0.002 for IgG). CONCLUSION: The frequency of SARS-CoV-2 specific antibodies in HCWs was higher than general population indicating a higher viral transmission via close exposure with COVID-19 patients.",Diagnosis;Transmission
33786658,Clinical characteristics of COVID-19 in neonates and young infants.,,"We report the clinical characteristics and management of fourteen neonates and very young infants with COVID-19. Although all presented with mild symptoms and did not require specific treatment, most of them had abnormal laboratory and radiological findings. Ten infants presented with neutropenia and/or monocytosis but none with lymphopenia. Transient hypertriglyceridemia and/or prolonged viral shedding were detected in 9 patients.Conclusion: Based to our experience, COVID-19 is mild in very young infants and might have distinct laboratory findings. What is Known: * SARS-CoV-2 in infants is a mild disease. * The period of transmission is approximately 2 weeks. What is New: * Very young age is not a risk factor for severe COVID-19 but could be associated with prolonged viral shedding. * Neutropenia and monocytosis are distinct characteristics of COVID-19 in very young infants.",Diagnosis;Transmission
33786025,COVID-19 pandemic and transmission factors: An empirical investigation of different countries.,,"The present work evaluates the impact of age, population density, total population, rural population, annual average temperature, basic sanitation facilities, and diabetes prevalence on the transmission of COVID-19. This research is an effort to identify the major predictors that have a significant impact on the number of COVID-19 cases per million population for 83 countries. The findings highlight that a population with a greater share of old people (aged above 65) shows a higher number of COVID-19 positive cases and a population with a lower median age has fewer cases. This can be explained in terms of higher co-morbidities and the lower general immunity in the older age group. The analysis restates the widely seen results that a higher median age and greater prevalence of co-morbidities leads to higher cases per million and lesser population density and interpersonal contact helps in containing the spread of the virus. The study finds foundation in the assertion that a higher temperature might lower the number of cases, or that temperature in general can affect the infectivity. The study suggests that better access to sanitation is a certain measure to contain the spread of the virus. The outcome of this study will be helpful in ascertaining the impact of these indicators in this pandemic, and help in policy formation and decision-making strategies to fight against it.",Prevention;Transmission
33785459,Emergence and outcomes of the SARS-CoV-2 'Marseille-4' variant.,,"BACKGROUND: In Marseille, France, following a first severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) outbreak in March-May 2020, a second epidemic phase occurred from June, involving 10 new variants. The Marseille-4 variant caused an epidemic that started in August and is still ongoing. METHODS: The 1038 SARS-CoV-2 whole genome sequences obtained in our laboratory by next-generation sequencing with Illumina technology were analysed using Nextclade and nextstrain/ncov pipelines and IQ-TREE. A Marseille-4-specific qPCR assay was implemented. Demographic and clinical features were compared between patients with the Marseille-4 variant and those with earlier strains. RESULTS: Marseille-4 harbours 13 hallmark mutations. One leads to an S477N substitution in the receptor binding domain of the spike protein targeted by current vaccines. Using a specific qPCR, it was observed that Marseille-4 caused 12-100% of SARS-CoV-2 infections in Marseille from September 2020, being involved in 2106 diagnoses. This variant was more frequently associated with hypoxemia than were clade 20A strains before May 2020. It caused a re-infection in 11 patients diagnosed with different SARS-CoV-2 strains before June 2020, suggesting either short-term protective immunity or a lack of cross-immunity. CONCLUSIONS: Marseille-4 should be considered as a major SARS-CoV-2 variant. Its sudden appearance points towards an animal reservoir, possibly mink. The protective role of past exposure and current vaccines against this variant should be evaluated.",Mechanism;Transmission;Treatment
33785204,"Literature Review of COVID-19, Pulmonary and Extrapulmonary Disease.",,"In December 2019 novel coronavirus-Severe Acute Respiratory Syndrome-Corona Virus2 (SARS-CoV2)-originated from Wuhan, China, and spread rapidly around the world. This literature review highlights the dynamic nature of COVID-19 transmission and presentation. Analyzing 59 relevant articles up to May 1st, 2020 reflects that the main reported clinical manifestation of COVID-19 pandemic is fever and respiratory involvement. Also, current literature demonstrates a wide spectrum of different and atypical presentation(s) of COVID-19. The definite route of SARS-CoV2 transmission is respiratory droplets, however, virus nucleic acid has been detected in the stool and urine specimens as well. The severity of symptoms and outcomes of COVID-19 vary based on the patient's medical background, age, sex, and concurrent medical conditions (e.g. pregnancy). This is the first review that classifies all essential points regarding COVID-19 manifestations at a glance to improve the outcome of the patients by a better insight into diagnosis and management.",Diagnosis;Transmission;Treatment
33784886,Role of high-dose exposure in transmission hot zones as a driver of SARS-CoV-2 dynamics.,,"Epidemiological data about SARS-CoV-2 spread indicate that the virus is not transmitted uniformly in the population. The transmission tends to be more effective in select settings that involve exposure to relatively high viral dose, such as in crowded indoor settings, assisted living facilities, prisons or food processing plants. To explore the effect on infection dynamics, we describe a new mathematical model where transmission can occur (i) in the community at large, characterized by low-dose exposure and mostly mild disease, and (ii) in so-called transmission hot zones, characterized by high-dose exposure that can be associated with more severe disease. The model yields different types of epidemiological dynamics, depending on the relative importance of hot zone and community transmission. Interesting dynamics occur if the rate of virus release/deposition from severely infected people is larger than that of mildly infected individuals. Under this assumption, we find that successful infection spread can hinge upon high-dose hot zone transmission, yet the majority of infections are predicted to occur in the community at large with mild disease. In this regime, residual hot zone transmission can account for continued virus spread during community lockdowns, and the suppression of hot zones after community interventions are relaxed can cause a prolonged lack of infection resurgence following the reopening of society. This gives rise to the notion that targeted interventions specifically reducing virus transmission in the hot zones have the potential to suppress overall infection spread, including in the community at large. Epidemiological trends in the USA and Europe are interpreted in light of this model.",Prevention;Transmission
33782995,Transmissibility and viral replication of SARS-COV-2 in immunocompromised patients.,,,Diagnosis;Transmission
33782631,"Inhaled aerosols: Their role in COVID-19 transmission, including biophysical interactions in the lungs.",,"The high rate of spreading of COVID-19 is attributed to airborne particles exhaled by infected but often asymptomatic individuals. In this review, the role of aerosols in SARS-CoV-2 coronavirus transmission is discussed from the biophysical perspective. The essential properties of the coronavirus virus transported inside aerosol droplets, their successive inhalation, and size-dependent deposition in the respiratory system are highlighted. The importance of face covers (respirators and masks) in the reduction of aerosol spreading is analyzed. Finally, the discussion of the physicochemical phenomena of the coronavirus entering the surface of lung liquids (bronchial mucus and pulmonary surfactant) is presented with a focus on a possible role of interfacial phenomena in pulmonary alveoli. Information given in this review should be important in understanding the essential biophysical conditions of COVID-19 infection via aerosol route as a prerequisite for effective strategies of respiratory tract protection, and possibly, indications for future treatments of the disease.",Transmission
