pmid	title_e	journal
33281050	Guillain-Barre syndrome as a parainfectious manifestation of SARS-CoV-2 infection: A case series.	J Clin Neurosci
33281008	Diffuse skin rash in tropical areas: Dengue fever or COVID-19?	An Bras Dermatol
33280767	Extensive DVT and Pulmonary Embolism Leading to the Diagnosis of Coronavirus Disease 2019 in the Absence of Severe Acute Respiratory Syndrome Coronavirus 2 Pneumonia.	Chest
33280653	[Christmas article: Unexpected complication during COVID-19 swabbing].	Ugeskr Laeger
33280533	Adequate anticoagulation and ECMO therapy in COVID-19 patients with severe pulmonary embolism.	Perfusion
33280502	An Unusual Case of COVID-19 Presenting as Acute Psychosis.	J Pharm Pract
33280477	Covid-19 infection-induced neuromyelitis optica: a case report.	Int J Neurosci
33280002	A Case Study of Dual Infection of Dengue and COVID-19: Presenting as Multiorgan Dysfunction in an Infant.	J Trop Pediatr
33279555	Salvage Lobectomy to Treat Necrotizing SARS-CoV-2 Pneumonia Complicated by a Bronchopleural Fistula.	Ann Thorac Surg
33279355	COVID-19 presenting with nystagmus.	Arch Soc Esp Oftalmol (Engl Ed)
33278866	Involuntary Movements Following Administration of Hydroxychloroquine for COVID-19 Pneumonia.	J Mov Disord
33278275	Coronavirus Disease 2019 (COVID-19)-Related Multisystem Inflammatory Syndrome in a Pregnant Woman.	Obstet Gynecol
33278088	Multiorgan Point-of-Care Ultrasound in a Patient With Coronavirus Disease 2019 Pneumonia Complicated by Subarachnoid Hemorrhage and Pulmonary Embolism.	A A Pract
33278059	Caught Red Handed.	Arthritis Care Res (Hoboken)
33276301	Acute Cerebrovascular Disorders and Vasculopathies Associated with Significant Mortality in SARS-CoV-2 Patients Admitted to The Intensive Care Unit in The New York Epicenter.	J Stroke Cerebrovasc Dis
33275514	COVID-19: it happens to nurses too-a case study.	Br J Community Nurs
33275274	Value of chest imaging in the newborn with suspected COVID-19.	Eur Rev Med Pharmacol Sci
33275270	Case report of COVID-19 in an elderly patient: could SARS-CoV2 trigger myositis?	Eur Rev Med Pharmacol Sci
33275263	SARS-CoV-2 systemic infection in a kidney transplant recipient: sequence analysis in clinical specimens.	Eur Rev Med Pharmacol Sci
33275033	COVID-19 and Tinnitus.	Ear Nose Throat J
33274661	Zebra-like bodies in COVID-19: is phospholipidosis evidence of hydroxychloroquine induced acute kidney injury?	Ultrastruct Pathol
33274459	COVID-19 associated with severe autoimmune hemolytic anemia.	Transfusion
33274432	[Experience Caring for a Severe COVID-19 Patient With ARDS in the Intensive Care Unit].	Hu Li Za Zhi
33274172	Spontaneous Intramuscular Abscesses Involving the Rotator Cuff Muscles in Two Cases Presenting During the COVID-19 Pandemic.	Cureus
33274164	Palmar Erythema as the Sole Manifestation of COVID-19.	Cureus
33274148	Orbital-Conjunctival-Eyelid Hemorrhage-Hematoma due to Inappropriate use of FFP2/NK95 Facial Mask in COVID-19.	Cureus
33274129	Acute Myopericarditis in the Post COVID-19 Recovery Phase.	Cureus
33274091	Expectant Management of a Critically Ill Pregnant Patient with COVID-19 with Good Maternal and Neonatal Outcomes.	Case Rep Obstet Gynecol
33271290	Down Syndrome patients with COVID-19 pneumonia: A high-risk category for unfavourable outcome.	Int J Infect Dis
33269271	Emergency surgical workflow and experience of suspected cases of COVID-19: A case report.	World J Clin Cases
33269265	Nafamostat mesylate-induced hyperkalemia in critically ill patients with COVID-19: Four case reports.	World J Clin Cases
33269148	Does Nicotine Prevent Cytokine Storms in COVID-19?	Cureus
33269143	"Bilateral Popliteal Vein Thrombosis, Acute Pulmonary Embolism and Mild COVID-19."	Cureus
33269133	Immune Thrombocytopenic Purpura - Different Presentations in Two COVID-19 Patients.	Cureus
33269081	Large-vessel thrombotic stroke despite concurrent therapeutic anticoagulation in COVID-19-positive patient.	Oxf Med Case Reports
33268271	A case of COVID-19 pneumonia successfully treated with favipiravir (Avigan) in which serum SARS-CoV-2 RNA detected by LAMP method was clinically useful.	J Infect Chemother
33268052	Fulminant myocarditis and atrial fibrillation in child with acute COVID-19.	J Electrocardiol
33267654	Safety of bedside placement of tunneled dialysis catheter in COVID-19 patients.	J Vasc Access
33267645	Serpiginous choroiditis presenting after SARS-CoV-2 infection: A new immunological trigger?	Eur J Ophthalmol
33267605	Identification of SARS-CoV-2 RNA in the conjunctival swab of an Italian pediatric patient affected with COVID-19: A case report.	Eur J Ophthalmol
33264790	Decrease and Recovery of Olfactory and Gustatory Function in a Case of SARS-CoV-2 Infection.	ORL J Otorhinolaryngol Relat Spec
33264786	Early Cytokine Removal in Critical COVID-19 Patients with Extracorporeal Therapies (HA-380 plus High Volume Hemofiltration) May Prevent Progression of Acute Respiratory Distress Syndrome: Case Report.	Blood Purif
33264532	[Covid-19 associated neurological disorders].	Ideggyogy Sz
33263692	Ischemic stroke related to HIV and SARS-COV-2 co-infection: a case report.	Rev Soc Bras Med Trop
33263006	Right Atrial Thrombus in a COVID-19 Child Treated Through Cardiac Surgery.	Front Cardiovasc Med
33262964	COVID-19 Like Findings in a Fatal Case of Idiopathic Desquamative Interstitial Pneumonia Associated With IgA Glomerulonephritis in a 13-Month-Old Child.	Front Pediatr
33262932	"Use of dexamethasone, remdesivir, convalescent plasma and prone positioning in the treatment of severe COVID-19 infection in pregnancy: A case report."	Case Rep Womens Health
33262930	Acute appendicitis in four children with SARS-CoV-2 infection.	J Pediatr Surg Case Rep
33262929	Two cases of spontaneous pneumomediastinum with pneumothorax in patients with COVID-19 associated pneumonia.	Respir Med Case Rep
33262928	Lung Ultrasound in Severe COVID-19 Pneumonia in the Sub-Intensive Care Unit: Beyond the Diagnostic Purpose.	Respir Med Case Rep
33262913	Reinfection of COVID-19 in Pakistan: A First Case Report.	Cureus
33262898	New-onset Postural Orthostatic Tachycardia Syndrome Following Coronavirus Disease 2019 Infection.	J Innov Card Rhythm Manag
33262862	Biventricular takotsubo syndrome with COVID-19 in an Asian male.	J Cardiol Cases
33262805	Neurological Manifestations of COVID-19: A Case Report.	Tanaffos
33262804	The First Confirmed Case of Coronavirus Disease 2019 (COVID-19) in an Adolescent with Abdominal Pain in Iran.	Tanaffos
33262803	Prone-Position Ventilation in a Pregnant Woman with Severe COVID-19 Infection Associated with Acute Respiratory Distress Syndrome.	Tanaffos
33262681	Intractable airsickness associated with COVID-19: A case report.	Vacunas
33261541	The Course of COVID-19 in Four Patients with HIV During the Pandemic.	Curr HIV Res
33259936	Fatal Takotsubo syndrome in critical COVID-19 related pneumonia.	Cardiovasc Pathol
33258732	"Detection of breastmilk antibodies targeting SARS-CoV-2 nucleocapsid, spike and receptor-binding-domain antigens."	Emerg Microbes Infect
33258171	"COVID-19 in third trimester may not be as scary as you think, it can be innocent: Evaluating vertical transmission from a COVID-19 positive asymptomatic pregnant woman with early membrane rupture."	J Obstet Gynaecol Res
33257916	COVID-19 in two severe asthmatics receiving benralizumab: busting the eosinophilia myth.	ERJ Open Res
33257644	A Patient with Asymptomatic SARS-CoV-2 Infection Who Presented 86 Days Later with COVID-19 Pneumonia Possibly Due to Reinfection with SARS-CoV-2.	Am J Case Rep
33257638	Concomitant renal and splenic infarction as a complication of COVID-19: a case report and literature review.	Infez Med
33257409	Lung transplantation for patients with severe COVID-19.	Sci Transl Med
33257399	Adrenal haemorrhage as a complication of COVID-19 infection.	BMJ Case Rep
33257396	Guillain-Barre syndrome and COVID-19: association or coincidence.	BMJ Case Rep
33254533	Ketonuria with or without ketoacidosis as the presenting manifestation of SARS-CoV-2 (COVID-19) among uncontrolled type 2 diabetic patients.	Med Hypotheses
33254379	Challenges in Brain Death Determination and Apnea Testing for Patients with COVID-19.	J Stroke Cerebrovasc Dis
33254369	Cerebral Venous Thrombosis in Patients with COVID-19 Infection: a Case Series and Systematic Review.	J Stroke Cerebrovasc Dis
33254367	Cerebral Venous Sinus Thromboses in Patients with SARS-CoV-2 Infection: Three Cases and a Review of the Literature.	J Stroke Cerebrovasc Dis
33254171	COVID-19 Autopsies: A Case Series from Poland.	Pathobiology
33252327	"Childcare Exposure to Severe Acute Respiratory Syndrome Coronavirus 2 for 4-Year-Old Presymptomatic Child, South Korea."	Emerg Infect Dis
33251512	Rocuronium priming for tracheal intubation in COVID-19 patients.	Anaesth Rep
33251504	COVID-19 in Children With Kidney Disease: A Report of 2 Cases.	Kidney Med
33251482	Acute Kidney Injury in Multisystem Inflammatory Syndrome in Children (MIS-C): a Case Report.	SN Compr Clin Med
33251236	Case Series: COVID-19 in African American Patients With Sarcoidosis.	Front Med (Lausanne)
33251101	The perfect storm: A case of COVID-19 infection in an adolescent patient with EVALI.	Respir Med Case Rep
33251091	First-in-man craniectomy and asportation of solitary cerebellar metastasis in COVID-19 patient: A case report.	Int J Surg Case Rep
33251090	SARS-COV-2 infection in the perioperative of pulmonary lobectomy. About a case.	Int J Surg Case Rep
33251061	Extensive Thrombosis in a Severe COVID-19 Patient Despite Prophylactic Low Molecular Weight Heparin.	Cureus
33251008	Possible silent hypoxemia in a COVID-19 patient: A case report.	Ann Med Surg (Lond)
33250953	Unsuspected COVID-19 pneumonia suggests need for higher level of personal protective equipment usage during routine radiologic examinations: Two case reports.	Radiol Case Rep
33250751	Multiple Microbleeds: A Serious Neurological Manifestation in a Critically Ill COVID-19 Patient.	Case Rep Neurol
33250633	Endoscopic intervention in a case proven latterly to be a COVID-19.	Egypt J Intern Med
33250492	When Frequent (Pandemic) Occurs in a Non-Frequent Disease: COVID-19 and Fabry Disease: Report of Two Cases.	Jpn J Infect Dis
33249821	Pregnant woman infected by Coronavirus disease (COVID-19) and calcifications of the fetal bowel and gallbladder.	Minerva Obstet Gynecol
33249696	Kawasaki disease mimickers.	Pediatr Int
33249290	A dramatic rise in serum ACE2 activity in a critically ill COVID-19 patient.	Int J Infect Dis
33248470	Case Study: Prolonged Infectious SARS-CoV-2 Shedding from an Asymptomatic Immunocompromised Individual with Cancer.	Cell
33248420	Case report: Nutrition therapy and side-effects monitoring in critically ill coronavirus disease 2019 patients.	Heart Lung
33247640	Post COVID Inflammation Syndrome: Different Manifestations Caused by the Virus.	J Assoc Physicians India
33246554	Development of concomitant diseases in COVID-19 critically ill patients.	Rev Esp Anestesiol Reanim (Engl Ed)
33245939	Nerve Compression Injuries After Prolonged Prone Position Ventilation in Patients With SARS-CoV-2: A Case Series.	Arch Phys Med Rehabil
33244523	Pulmonary Thromboembolism and Infarction Mimicking COVID-19 Symptoms; Report of three Cases.	Arch Acad Emerg Med
33244504	SUBACUTE THYROIDITIS IN A PATIENT WITH CORONAVIRUS DISEASE 2019.	AACE Clin Case Rep
33244387	Unusual gastrointestinal manifestations of COVID-19: two case reports.	Gastroenterol Hepatol Bed Bench
33244386	Lethal outcome of Covid-19 pneumonia in a new liver recipient with neurological manifestation.	Gastroenterol Hepatol Bed Bench
33244385	Vasculopathy-related cutaneous lesions and intrahepatic cholestasis as synchronous manifestations in a COVID-19 patient; a case report.	Gastroenterol Hepatol Bed Bench
33244384	Presentation of COVID-19 in a liver transplant recipient.	Gastroenterol Hepatol Bed Bench
33244235	Case Report on a Patient with Steinert Disease Complicated by COVID-19.	Vasc Health Risk Manag
33243942	An unusual COVID-19 case with over four months of viral shedding in the presence of low neutralizing antibodies: a case report.	J Biomed Res
33243837	"Autonomic dysfunction in 'long COVID': rationale, physiology and management strategies."	Clin Med (Lond)
33243134	COVID-19 Treatment Success After Repeat Courses of Azithromycin: a report of three cases.	Infect Disord Drug Targets
33242934	Clinical outcomes of high-flow nasal cannula in COVID-19 associated postextubation respiratory failure. A single-centre case series.	Anaesthesiol Intensive Ther
33242674	Carbapenem-resistant Klebsiella pneumoniae in ICU-admitted COVID-19 patients: Keep an eye on the ball.	J Glob Antimicrob Resist
33242672	"Cytokine storm of a different flavour: The different cytokine signature of SARS-CoV-2, the cause of COVID-19, from the original SARS outbreak."	J Glob Antimicrob Resist
33242097	Multisystem Inflammatory Syndrome in Children during the COVID-19 Pandemic: A Case Report on Managing the Hyperinflammation.	Mil Med
33240788	Pleural effusion in a patient with COVID-19 pneumonia and lung cancer: A case report.	Respir Med Case Rep
33240787	An asthmatic pregnant woman with COVID-19: A case report study.	Respir Med Case Rep
33240736	A Rare Case of COVID-19 Myocarditis With Cardiac Tamponade in a Young Diabetic Adult With Renal Failure.	Cureus
33240733	Acute Generalized Exanthematous Pustulosis After COVID-19 Infection: A Case Report From Saudi Arabia.	Cureus
33240723	Cardiac Adverse Events With Remdesivir in COVID-19 Infection.	Cureus
33240711	Novel Behavior of the 2019 Novel Coronavirus With Invasion of the Cardiac Conduction System in the Young.	Cureus
33240687	"Multisystem Inflammatory Syndrome in Children, the Real Disease of COVID-19 in Pediatrics - A Multicenter Case Series From Al-Ahsa, Saudi Arabia."	Cureus
33240504	A rare case of co-occurrence of pulmonary embolism and left ventricular thrombus in a patient with COVID-19.	SAGE Open Med Case Rep
33240503	Electrical storm in a patient with COVID-19 treated with hydroxychloroquine: A case report.	SAGE Open Med Case Rep
33238757	COVID-19-Induced Acute Bilateral Optic Neuritis.	J Investig Med High Impact Case Rep
33238745	A 23-Year-Old Man With Multisystem Inflammatory Syndrome After Mild COVID-19.	J Investig Med High Impact Case Rep
33238410	Long-Term SARS-CoV-2 Infection Associated with Viral Dissemination in Different Body Fluids Including Bile in Two Patients with Acute Cholecystitis.	Life (Basel)
33236644	The Anticoagulant Therapy for Otogenic Sigmoid Sinus Thrombophlebitis: A Case Report and Literature Review.	Ear Nose Throat J
33235831	"Postmortem diagnosis of COVID-19: Antemortem challenges of three cases at the 37 Military Hospital, Accra, Ghana."	Afr J Lab Med
33235826	Methemoglobinemia and hemolytic anemia after COVID-19 infection without identifiable eliciting drug: A case-report.	IDCases
33235800	Coronavirus disease 2019 re-infection: first report from Turkey.	New Microbes New Infect
33235798	Acute eosinophilic pneumonia accompanied with COVID-19: a case report.	Respirol Case Rep
33235668	"Diagnostic dilemma, an incidental diagnosis of COVID 19."	J Community Hosp Intern Med Perspect
33235651	The case of pulmonary tuberculosis with COVID-19 in an Indian male-a first of its type case ever reported from South Asia.	Pan Afr Med J
33235603	Per-cutaneous dilatation tracheostomy (PCTD) in COVID-19 patients and peri-tracheostomy care: A case series and guidelines.	Pak J Med Sci
33235157	Care Coordination in a SARS-CoV-2-infected Child With Newly Diagnosed Medulloblastoma and Fanconi Anemia.	J Pediatr Hematol Oncol
33235142	Management of an Immunocompromised Pediatric Patient With Multiple Hospitalizations for Symptomatic COVID-19.	J Pediatr Hematol Oncol
33234760	An unusual presentation of COVID-19: Acute pancreatitis.	Ann Hepatobiliary Pancreat Surg
33234758	Convalescent plasma therapy and remdesivir duo successfully salvaged an early liver transplant recipient with severe COVID-19 pneumonia.	Ann Hepatobiliary Pancreat Surg
33234164	Clinical and pathological findings of SARS-CoV-2 infection and concurrent IgA nephropathy: a case report.	BMC Nephrol
33230502	Successful recovery from coronavirus disease 2019 in a living kidney transplant recipient using low-dose methylprednisolone.	IJU Case Rep
33230415	"Tocilizumab for treating severe COVID-19 pneumonia refractory to combined hydroxychloroquine, lopinavir plus ritonavir, and favipiravir: A case series."	Clin Case Rep
33230414	Peripheral neuropathy in severe COVID-19 resolved with therapeutic plasma exchange.	Clin Case Rep
33230413	Pediatric COVID-19 case with regard to the family infection chain and the psychosocial context.	Clin Case Rep
33229971	Successful Treatment of Pregnant and Postpartum Women With Severe COVID-19 Associated Acute Respiratory Distress Syndrome With Extracorporeal Membrane Oxygenation.	ASAIO J
33229953	Acute Invasive Rhino-Orbital Mucormycosis in a Patient With COVID-19-Associated Acute Respiratory Distress Syndrome.	Ophthalmic Plast Reconstr Surg
33229812	Successful and Safe Reinstitution of Chemotherapy for Pancreatic Cancer after COVID-19.	Intern Med
33228253	COVID-19 as a Trigger of Recurrent Guillain-Barre Syndrome.	Pathogens
33227514	A case of extremely prolonged viral shedding: Could cell cultures be a diagnostic tool to drive COVID-19 patient discharge?	Int J Infect Dis
33226684	Kinetics of torquetenovirus DNA load in a recent kidney transplant recipient with mild SARS-CoV-2 infection and a failed antibody response.	Transpl Infect Dis
33226658	Ketamine-Induced Sclerosing Cholangitis (KISC) in a Critically Ill Patient With COVID-19.	Hepatology
33225932	Recurrence of SARS-CoV-2 nucleic acid positive test in patients with COVID-19: a report of two cases.	BMC Pulm Med
33225728	Atypical bilateral acute retinal necrosis in a coronavirus disease 2019 positive immunosuppressed patient.	Eur J Ophthalmol
33225579	Recurrent autoimmune myocarditis in a young woman during the coronavirus disease 2019 pandemic.	ESC Heart Fail
33225111	Central retinal vein occlusion in a young healthy COVID-19 patient: A case report.	Am J Ophthalmol Case Rep
33225019	Tough Decisions During the COVID 19 Pandemic: A Frail Latino Patient.	Gerontol Geriatr Med
33224759	Robotic-assisted intervention strategy to minimize air exposure during the procedure: a case report of myocardial infarction and COVID-19.	Cardiovasc Diagn Ther
33224726	Rapidly progressive organizing pneumonia associated with COVID-19.	Respir Med Case Rep
33224588	Systemic microvascular dysfunction in COVID-19.	Am J Cardiovasc Dis
33224549	Gastric Perforation with Omental Patch Repair: A Rare Complication of Pulmonary Resuscitation in COVID-19 Pneumonia.	Case Rep Surg
33224548	Case Series of Chronic Inflammatory Rheumatic Disease Patients Infected by Coronavirus Disease 2019 (COVID-19).	Case Rep Rheumatol
33224540	Clinical Presentation of Acute Pulmonary Embolism in Patients with Coronavirus Disease 2019 (COVID-19).	Case Rep Hematol
33224507	Rare case of COVID-19 presenting as acute abdomen and sepsis.	New Microbes New Infect
33224493	"Post COVID 19 acute acalculous cholecystitis raising the possibility of underlying dysregulated immune response, a case report."	Ann Med Surg (Lond)
33224263	Clinical characteristics and outcomes of discharged COVID-19 patients with reoccurrence of SARS-CoV-2 RNA.	Future Virol
33224090	Acute Seizures Occurring in Association With SARS-CoV-2.	Front Neurol
33224088	"Prolonged Neuropsychological Deficits, Central Nervous System Involvement, and Brain Stem Affection After COVID-19-A Case Series."	Front Neurol
33222915	Intracranial hemorrhage in critically ill patients hospitalized for COVID-19.	J Clin Neurosci
33222290	Perineal desquamation: An early sign of the Kawasaki disease phenotype of MIS-C.	Pediatr Dermatol
33221888	Surgical treatment of pleural empyema in Coronavirus disease 19 patients: the Southern Switzerland experience.	Interact Cardiovasc Thorac Surg
33221859	Possible Early Vertical Transmission of COVID-19 from an Infected Pregnant Female to Her Neonate: A Case Report.	J Trop Pediatr
33220478	Rare Case of a Disappearing Pituitary Adenoma During the Coronavirus Disease 2019 (COVID-19) Pandemic.	World Neurosurg
33220447	High-performance low field MRI enables visualization of persistent pulmonary damage after COVID-19.	Magn Reson Imaging
33219613	Ventricular assist device for a coronavirus disease 2019-affected heart.	ESC Heart Fail
33219453	COVID-19 in rheumatoid arthritis cases: an Iranian referral center experience.	Clin Rheumatol
33219200	Three Cases of COVID-19 Pneumonia in Female Patients in Italy Who Had Pulmonary Fibrosis on Follow-Up Lung Computed Tomography Imaging.	Am J Case Rep
33219198	Endoscopic retrograde cholangiopancreatography for acute gallstone pancreatitis: Implementation of an institution safety protocol during the COVID-19 outbreak in Malaysia.	Med J Malaysia
33218391	COVID-19 pandemic's effects on the quality of pregnant women's emergency treatment: Review of two cases from a medical center in northern Taiwan.	Taiwan J Obstet Gynecol
33217570	Nerve conduction study and electromyography findings in patients recovering from Covid-19 - Case report.	Int J Infect Dis
33217453	Flank Pain as a Symptom of COVID-19.	Urology
33217262	Isolated COVID-19 Infection Precipitates Myasthenia Gravis Crisis: A Case Report.	Clin Pract Cases Emerg Med
33217261	Spontaneous Pneumothorax as a Complication of COVID-19 Pneumonia: A Case Report.	Clin Pract Cases Emerg Med
33217260	Delirium Associated with Salicylate and Acetaminophen Overdose in a Patient with COVID-19: A Case Report.	Clin Pract Cases Emerg Med
33217259	Case Report: Pediatric Patient with COVID-19 and Multisystem Inflammatory Syndrome in Children.	Clin Pract Cases Emerg Med
33217258	Prolonged Duration of Viral Shedding of SARS-CoV-2: A Case Report.	Clin Pract Cases Emerg Med
33217071	Prevalence of opportunistic invasive aspergillosis in COVID-19 patients with severe pneumonia.	Mycoses
33217032	Breakthrough venous thromboembolic events in five patients with COVID-19 on direct oral anticoagulants.	J Clin Pharm Ther
33215962	Conjunctivitis Related to not Severe COVID-19: A Case Report.	Ocul Immunol Inflamm
33215583	[Multisystem inflammatory syndrome in children after SARS-CoV-2 infection].	Ugeskr Laeger
33215176	Approach to dyspnoea in pregnancy in the COVID-19 era.	Acute Med
33214969	Peripheral Neuropathy as a Complication of SARS-Cov-2.	Cureus
33214962	Kawasaki Disease-Like Features in 10 Pediatric COVID-19 Cases: A Retrospective Study.	Cureus
33214960	Can Neuron Specific Enolase Be a Diagnostic Biomarker for Neuronal Injury in COVID-19?	Cureus
33214937	COVID-19 Coexisting With the Human Immunodeficiency Virus: A Case Report.	Cureus
33214201	COVID-19-Associated Glomerular Disease.	J Am Soc Nephrol
33214114	Breast reconstruction with immediate autologous free tissue transfer in a peri-operative COVID-19 positive patient: A case report illustrating feasibility of aftercare.	J Plast Reconstr Aesthet Surg
33214052	"Expedited Mitra clip: Rapid evaluation, treatment, and discharge in the COVID-19 era."	Cardiovasc Revasc Med
33213393	COVID-19 or clinical amyopathic dermatomyositis associated rapidly progressive interstitial lung disease? A case report.	BMC Pulm Med
33213374	Acute portal vein thrombosis secondary to COVID-19: a case report.	BMC Gastroenterol
33213364	The unusual experience of managing a severe COVID-19 case at home: what can we do and where do we go?	BMC Infect Dis
33213130	COVID-19 pandemic and biological therapy in rheumatologic disorders: how to deal with?	Reumatismo
33211430	[Lung lesions in severe COVID-19 : anatomoclinical confrontation].	Rev Med Liege
33211429	[Six cases of acute pulmonary embolism associated with COVID-19].	Rev Med Liege
33211075	Eye Protection for Patients With COVID-19 Undergoing Prolonged Prone-Position Ventilation.	JAMA Ophthalmol
33210096	Apnoeic ventilation for shared airway surgery during the COVID-19 pandemic.	Anaesth Rep
33210094	Management of tracheostomy-related tracheomegaly in a patient with COVID-19 pneumonitis.	Anaesth Rep
33209535	An Unusual and Unexpected Result of Diagnostic Sampling for COVID-19.	Cureus
33209521	"Petechiae, Purpura, and a Pandemic: A Recipe for Scurvy."	Cureus
33209333	Management of pulmonary contusions during the COVID-19 pandemic.	Acute Med Surg
33209175	Use of domestic tools to downstage the reconstructive ladder in a patient with severe crush and degloving injury: a case report.	Pan Afr Med J
33209174	Novel severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) co-infection with HIV: clinical case series analysis in North Central Nigeria.	Pan Afr Med J
33209166	Chest imaging findings in COVID-19 patients: a case series from Nigeria.	Pan Afr Med J
33208227	Acute Cerebellar Ataxia in COVID-19 Infection: A Case Report.	J Emerg Med
33208199	Persistence of Positive RT-PCR Results for Over 70 Days in Two Travelers with COVID-19.	Disaster Med Public Health Prep
33207116	Rare and Fatal Gastrointestinal Mucormycosis (Zygomycosis) in a COVID-19 Patient: A Case Report.	Clin Endosc
33207069	Liver Transplantation in a Patient With Human Immunodeficiency Virus and Coronavirus Disease 2019.	Liver Transpl
33206843	HOSPITAL PHYSICAL THERAPY MANAGEMENT IN PEDIATRIC PATIENTS WITH COVID-19: CASE REPORTS.	Rev Paul Pediatr
33205744	Case Report: Multiple Strokes and Digital Ischemia in a Young COVID-19 Patient.	Am J Trop Med Hyg
33205450	Case report and systematic review suggest that children may experience similar long-term effects to adults after clinical COVID-19.	Acta Paediatr
33205335	Ischemic stroke and purpuric dermatitis as COVID-19-related complications in a peritoneal dialysis patient.	CEN Case Rep
33205222	"Ecchymosis in critical coronavirus disease 2019 (COVID-19) patient in Tangerang, Indonesia: a case report."	J Thromb Thrombolysis
33204989	COVID-19 resulting in bilateral pulmonary emboli and a right ventricular thrombus: association or causation? A case report.	Eur Heart J Case Rep
33204749	Occult Colonic Perforation in a Patient With Coronavirus Disease 2019 After Interleukin-6 Receptor Antagonist Therapy.	Open Forum Infect Dis
33204610	COVID-19 presented with syndrome of inappropriate ADH secretion(SIADH): A case report from Bangladesh.	Respir Med Case Rep
33204595	Fatal COVID-19 infection in a patient with long-chain 3-hydroxyacyl-CoA dehydrogenase deficiency: A case report.	JIMD Rep
33204564	Rare Complication of Pneumomediastinum and Pneumopericardium in a Patient with COVID-19 Pneumonia.	Case Rep Pulmonol
33204563	E-Cigarette or Vaping Product Use-Associated Lung Injury (EVALI) Mimicking COVID-19 Disease.	Case Rep Pulmonol
33204562	Panic Disorder Induced by the Coronavirus Disease Pandemic in a Patient with Organic Mood Disorder Successfully Treated with Vortioxetine.	Case Rep Psychiatry
33204546	Carbamazepine-Induced Toxic Epidermal Necrolysis Managed by Mobile Teledermatology in COVID-19 Pandemic in Rural Nepal.	Case Rep Dermatol Med
33202116	The case of a 69-year-old man with COVID-19 and encephalopathy.	Ann Clin Transl Neurol
33201863	A Giant Right-Heart Thrombus-in-Transit in a Patient with COVID-19 Pneumonia.	Am J Case Rep
33201643	[A young lady with shortness of breath during the coronavirus crisis].	Ned Tijdschr Geneeskd
33201148	What Are COVID Toes? A Case Study.	J Wound Ostomy Continence Nurs
33201071	Differential Diagnosis of Negative Pressure Pulmonary Edema During COVID-19 Pandemic.	J Craniofac Surg
33201063	Purpurona: A Novel Report of COVID-19-Related Henoch-Schonlein Purpura in a Child.	Pediatr Infect Dis J
33200823	COVID-19 in HIV-infected patients: A case series and literature review.	J Med Virol
33200715	A Patient with COVID-19 Pneumonia Presenting with Plural Effusion: A Case Report.	Infect Disord Drug Targets
33200122	Bilateral Renal Artery Thrombosis in a Patient With COVID-19.	Kidney Med
33200114	Collateral damages in the SARS-CoV-2 pandemia- two cases.	Neurol Res Pract
33200109	Coronary and cerebral thrombosis in a young patient after mild COVID-19 illness: a case report.	Eur Heart J Case Rep
33200108	Delayed stroke after hospitalization for coronavirus disease 2019 pneumonia from common and internal carotid artery thrombosis.	J Vasc Surg Cases Innov Tech
33200095	Right Heart Thrombus in an Adult COVID-19 Patient: A Case Report.	J Crit Care Med (Targu Mures)
33200094	Atypical Variant of Guillain Barre Syndrome in a Patient with COVID-19.	J Crit Care Med (Targu Mures)
33200093	The Prolonged Use of VV ECMO Support in COVID-19: A Case Report.	J Crit Care Med (Targu Mures)
33200078	An Unusual Case of a Pediatric Nasal Septal Abscess with Life-Threatening Complications in COVID-19 Pandemic.	Indian J Otolaryngol Head Neck Surg
33200068	"Case report: Spontaneous pneumothorax in resolved, uncomplicated COVID-19 Pneumonia-A literature review."	Respir Med Case Rep
33200067	Covid-19 cytokine storm in pulmonary tissue: Anatomopathological and immunohistochemical findings.	Respir Med Case Rep
33200066	Diaphragm dysfunction prior to intubation in a patient with Covid-19 pneumonia; assessment by point of care ultrasound and potential implications for patient monitoring.	Respir Med Case Rep
33200062	Acute arterial occlusion of the lower limb as the main clinical manifestation in a patient with Covid-19 - Case Report.	Int J Surg Case Rep
33200030	"Large vessel thrombosis in patient with COVID-19, a case series."	Ann Med Surg (Lond)
33200024	"Severe COVID-19 after liver transplantation, surviving the pitfalls of learning on-the-go: Three case reports."	World J Hepatol
33199339	Images of the month: An incidental finding of spontaneous pneumomediastinum (Hamman's syndrome) secondary to diabetic ketoacidosis during the coronavirus pandemic.	Clin Med (Lond)
33199333	Lessons of the month: Co-infection with SARS-CoV-2 and influenza B virus in a patient with community-acquired pneumonia.	Clin Med (Lond)
33198859	[Diagnosis and treatment of community-acquired pneumonia in elderly patients combined with coronavirus disease 2019: analysis of 1 case].	Zhonghua Wei Zhong Bing Ji Jiu Yi Xue
33198858	[Clinical characteristics of coronavirus disease 2019 patients complicated with pneumothorax: analysis of 7 cases].	Zhonghua Wei Zhong Bing Ji Jiu Yi Xue
33198831	"Characteristics of Clinically Asymptomatic Patients with SARS-CoV-2 Infections, Case Series."	Prehosp Disaster Med
33198681	COVID-19 infection in first trimester of pregnancy marked by a liver cytolysis in a woman previously treated by hydroxychloroquine for repeated implantation failure: a case report.	BMC Infect Dis
