pmid	title_e	journal
33475513	Surveillance Metrics of SARS-CoV-2 Transmission in Central Asia: Longitudinal Trend Analysis.	J Med Internet Res
33474554	The dilemma of COVID-19 in dental practice concerning the role of saliva in transmission: a brief review of current evidence.	Eur Oral Res
33473223	"Lessons from the host defences of bats, a unique viral reservoir."	Nature
33471859	In silico comparative genomics of SARS-CoV-2 to determine the source and diversity of the pathogen in Bangladesh.	PLoS One
33470077	Coronaviruses - a new old menace.	Postepy Biochem
33469546	Do Ocular Fluids Represent a Transmission Route of SARS-CoV-2 Infection?	Front Med (Lausanne)
33469026	"Genomic epidemiology of SARS-CoV-2 reveals multiple lineages and early spread of SARS-CoV-2 infections in Lombardy, Italy."	Nat Commun
33468987	[Influence of environmental temperature and air pollution on the transmission of SARS-CoV-2.]	Rev Esp Salud Publica
33468702	SARS-CoV-2 Genomic Variation in Space and Time in Hospitalized Patients in Philadelphia.	mBio
33468694	Coronaviruses Associated with the Superfamily Musteloidea.	mBio
33468689	At Least Seven Distinct Rotavirus Genotype Constellations in Bats with Evidence of Reassortment and Zoonotic Transmissions.	mBio
33467617	Emerging and Neglected Viruses of Zoonotic Importance in Croatia.	Pathogens
33467041	"Observations on the Occurrence, Transmission and Management of the COVID-19 Pandemic Derived from Physics."	Diseases
33465325	Viral pathogenesis of SARS-CoV-2 infection and male reproductive health.	Open Biol
33464914	"COVID-19 Transmission, Current Treatment, and Future Therapeutic Strategies."	Mol Pharm
33464439	"Bats, pangolins, minks and other animals - villains or victims of SARS-CoV-2?"	Vet Res Commun
33463731	Follow-up of SARS-CoV-2 positive subgroup from the Asymptomatic novel CORonavirus iNFection study.	J Med Virol
33462589	Evaluation of SARS-CoV-2 transmission mitigation strategies on a university campus using an agent-based network model.	Clin Infect Dis
33462561	Present cum future of SARS-CoV-2 virus and its associated control of virus-laden air pollutants leading to potential environmental threat - A global review.	J Environ Chem Eng
33462543	Role of indoor aerosols for COVID-19 viral transmission: a review.	Environ Chem Lett
33462320	Predicting mammalian species at risk of being infected by SARS-CoV-2 from an ACE2 perspective.	Sci Rep
33462211	Mathematical model of COVID-19 intervention scenarios for Sao Paulo-Brazil.	Nat Commun
33461593	The impact of the COVID-19 pandemic on maternal and perinatal health: a scoping review.	Reprod Health
33461573	"MERS-CoV: epidemiology, molecular dynamics, therapeutics, and future challenges."	Ann Clin Microbiol Antimicrob
33461264	"Investigating spatiotemporal patterns of the COVID-19 in Sao Paulo State, Brazil."	Geospat Health
33460733	TSP-based PCR for rapid identification of L and S type strains of SARS-CoV-2.	Indian J Med Microbiol
33458756	Airborne Transmission of SARS-CoV-2: What We Know.	Clin Infect Dis
33456782	Aerosolized SARS-CoV-2 exposure assessment: dispersion modeling with AERMOD.	J Environ Health Sci Eng
33456724	Unraveling the molecular basis of host cell receptor usage in SARS-CoV-2 and other human pathogenic beta-CoVs.	Comput Struct Biotechnol J
33456651	"Clinical and laboratory characteristics of COVID-19 among adult patients admitted to the isolation centre at Abubakar Tafawa Balewa Teaching Hospital Bauchi, Northeast Nigeria."	Pan Afr Med J
33456433	Time series forecasting of COVID-19 transmission in Asia Pacific countries using deep neural networks.	Pers Ubiquitous Comput
33456432	Thermodynamic imaging calculation model on COVID-19 transmission and epidemic cities risk level assessment-data from Hubei in China.	Pers Ubiquitous Comput
33456205	COVID-19 pandemic crisis and food safety: Implications and inactivation strategies.	Trends Food Sci Technol
33456070	Deposition features of inhaled viral droplets may lead to rapid secondary transmission of COVID-19.	J Aerosol Sci
33455143	[Source investigation on a familiar cluster of coronavirus disease 2019 in Dandong city of Liaoning Province].	Zhonghua Yu Fang Yi Xue Za Zhi
33454742	Secondary attack rate in household contacts of COVID-19 Paediatric index cases: a study from Western India.	J Public Health (Oxf)
33453351	Dismantling myths on the airborne transmission of severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2).	J Hosp Infect
33453349	COVID-19 testing in outbreak-free care homes: what are the public health benefits?	J Hosp Infect
33452267	The challenges of containing SARS-CoV-2 via test-trace-and-isolate.	Nat Commun
33450373	Sequence analysis of Indian SARS-CoV-2 isolates shows a stronger interaction of mutant receptor-binding domain with ACE2.	Int J Infect Dis
33447664	"Seasonality and immunity to laboratory-confirmed seasonal coronaviruses (HCoV-NL63, HCoV-OC43, and HCoV-229E): results from the Flu Watch cohort study."	Wellcome Open Res
33447433	"Narrative review of the novel coronavirus SARS-CoV-2: update on genomic characteristics, transmissions and animal model."	J Thorac Dis
33447193	Unusual routes for transmission of coronavirus disease (COVID-19): Recommendations to interrupt the vicious cycle of infection.	Saudi J Anaesth
33447163	Assessing the impact of varying levels of case detection and contact tracing on COVID-19 transmission in Canada during lifting of restrictive closures using a dynamic compartmental model.	Can Commun Dis Rep
33447129	Malaysia and COVID-19: In Data We Trust.	Malays J Med Sci
33446429	"Coronavirus COVID-19 outbreak and control: Effect of temperature, relative humidity, and lockdown implementation."	Arch Pediatr
33445704	SARS-CoV-2 in Danish Mink Farms: Course of the Epidemic and a Descriptive Analysis of the Outbreaks in 2020.	Animals (Basel)
33445657	Maternal and Neonatal Characteristics and Outcomes of COVID-19 in Pregnancy: An Overview of Systematic Reviews.	Int J Environ Res Public Health
33444755	The epidemiological and radiographical characteristics of asymptomatic infections with the novel coronavirus (COVID-19): A systematic review and meta-analysis.	Int J Infect Dis
33444435	Go to gate: COVID-19 imported cases in Madrid and the potential role of airport transmissions.	Trans R Soc Trop Med Hyg
33442244	COVID-19: What Should the General Practitioner Know?	Clin Interv Aging
33441168	The spatial transmission of SARS-CoV-2 in China under the prevention and control measures at the early outbreak.	Arch Public Health
33441152	Placental pathology of the third trimester pregnant women from COVID-19.	Diagn Pathol
33439885	"Earliest detection to date of SARS-CoV-2 in Florida: Identification together with influenza virus on the main entry door of a university building, February 2020."	PLoS One
33437465	What is the evidence for transmission of COVID-19 by children in schools? A living systematic review.	J Glob Health
33437211	Impact of COVID-19 on Pregnancy.	Int J Med Sci
33437145	SARS-CoV-2 and the reproductive system: known and the unknown..!!	Middle East Fertil Soc J
33436608	"Mathematical modeling of COVID-19 in 14.8 million individuals in Bahia, Brazil."	Nat Commun
33436105	Bacterial but no SARS-CoV-2 contamination after terminal disinfection of tertiary care intensive care units treating COVID-19 patients.	Antimicrob Resist Infect Control
33435631	Retrospect: The Outbreak Evaluation of COVID-19 in Wuhan District of China.	Healthcare (Basel)
33435547	The Effects of COVID-19 on Placenta and Pregnancy: What Do We Know So Far?	Diagnostics (Basel)
33435301	Influence of Meteorological Factors on the COVID-19 Transmission with Season and Geographic Location.	Int J Environ Res Public Health
33434925	"Modeling the transmission of the new coronavirus in Sao Paulo State, Brazil-assessing the epidemiological impacts of isolating young and elder persons."	Math Med Biol
33434673	Undetected infectives in the Covid-19 pandemic.	Int J Infect Dis
33434420	Air pollution enhances susceptibility to novel coronavirus (COVID-19) infection - an impact study.	Environ Anal Health Toxicol
33434001	The Escalating Biomedical Waste Management To Control the Environmental Transmission of COVID-19 Pandemic: A Perspective from Two South Asian Countries.	Environ Sci Technol
33432288	"2019-nCoV effects, transmission and preventive measures: an overview."	Z Gesundh Wiss
33431650	An evidence review of face masks against COVID-19.	Proc Natl Acad Sci U S A
33431332	"[Epidemiology, management and risk of SARS-CoV-2 transmission in a cohort of newborns born to mothers diagnosed with COVID-19 infection]."	An Pediatr (Engl Ed)
33430050	The Impacts of Low Diversity Sequence Data on Phylodynamic Inference during an Emerging Epidemic.	Viruses
33427780	Impact of Transmission Control Measures on the Epidemiology of Maxillofacial Injuries in Wuhan City During the COVID-19 Epidemic.	J Craniofac Surg
33427404	COVID-19 and male reproduction: Current research and unknown factors.	Andrology
33426593	Challenge of post-COVID era: management of cardiovascular complications in asymptomatic carriers of SARS-CoV-2.	Heart Fail Rev
33426178	Asymptomatic Cases and Limited Transmission of SARS-CoV-2 in Residents and Healthcare Workers in Three Dutch Nursing Homes.	Gerontol Geriatr Med
33425828	Does Temperature Affect COVID-19 Transmission?	Front Public Health
33425640	An epidemic model integrating direct and fomite transmission as well as household structure applied to COVID-19.	J Math Ind
33425377	Novel Antimicrobial Surfaces to Defeat COVID-19 Transmission.	MRS Adv
33423589	Team-to-team transmission of COVID-19 in ice hockey games - a case series of players in Finnish ice hockey leagues.	Infect Dis (Lond)
33421047	Time Series Forecasting of US COVID-19 Transmission.	Altern Ther Health Med
33420694	The effect of weather data on the spread of COVID-19 in Jordan.	Environ Sci Pollut Res Int
33419936	Establishment and lineage dynamics of the SARS-CoV-2 epidemic in the UK.	Science
33419216	Weather Variability and COVID-19 Transmission: A Review of Recent Research.	Int J Environ Res Public Health
33419142	Modes of Transmission of Severe Acute Respiratory Syndrome-Coronavirus-2 (SARS-CoV-2) and Factors Influencing on the Airborne Transmission: A Review.	Int J Environ Res Public Health
33418356	"Spatial analysis of the impact of urban geometry and socio-demographic characteristics on COVID-19, a study in Hong Kong."	Sci Total Environ
33415091	Real-Time Estimation of R t for Supporting Public-Health Policies Against COVID-19.	Front Public Health
33414277	Retrospective analysis of the Italian exit strategy from COVID-19 lockdown.	Proc Natl Acad Sci U S A
33413812	Risk of SARS-CoV-2 Transmission Among Coworkers in a Surgical Environment.	Mayo Clin Proc
33413743	"Minimal transmission of SARS-CoV-2 from paediatric COVID-19 cases in primary schools, Norway, August to November 2020."	Euro Surveill
33413740	"Early transmissibility assessment of the N501Y mutant strains of SARS-CoV-2 in the United Kingdom, October to November 2020."	Euro Surveill
33413715	An evaluation of COVID-19 transmission control in Wenzhou using a modified SEIR model.	Epidemiol Infect
33413680	Accessing the syndemic of COVID-19 and malaria intervention in Africa.	Infect Dis Poverty
33413218	Characteristics of SARS-CoV-2 positive cases beyond health-care professionals or social and health-care facilities.	BMC Public Health
33412799	Describing the epidemic trends of COVID-19 in the area covered by Agency for Health Protection of the Metropolitan Area of Milan.	Epidemiol Prev
33412586	Mobility-Guided Estimation of COVID-19 Transmission Rates.	Am J Epidemiol
33412447	Are environmental pollution and biodiversity levels associated to the spread and mortality of COVID-19? A four-month global analysis.	Environ Pollut
33411805	Seroprevalence and asymptomatic carrier status of SARS-CoV-2 in Wuhan City and other places of China.	PLoS Negl Trop Dis
33410879	SARS-CoV-2 Transmission From People Without COVID-19 Symptoms.	JAMA Netw Open
33408231	Monitoring COVID-19 Transmission Risks by Quantitative Real-Time PCR Tracing of Droplets in Hospital and Living Environments.	mSphere
33407833	Nosocomial transmission and outbreaks of coronavirus disease 2019: the need to protect both patients and healthcare workers.	Antimicrob Resist Infect Control
33407800	Identification and characterization of a silent mutation in RNA binding domain of N protein coding gene from SARS-CoV-2.	BMC Res Notes
33407005	Critical role of neutralizing antibody for SARS-CoV-2 reinfection and transmission.	Emerg Microbes Infect
33406042	"2019nCoVAS: Developing the Web Service for Epidemic Transmission Prediction, Genome Analysis, and Psychological Stress Assessment for 2019-nCoV."	IEEE/ACM Trans Comput Biol Bioinform
33404371	Risk mapping for COVID-19 outbreaks in Australia using mobility data.	J R Soc Interface
33402047	Transmission rates and environmental reservoirs for COVID-19 - a modeling study.	J Biol Dyn
33402022	"On the relationship between serial interval, infectiousness profile and generation time."	J R Soc Interface
33401753	Spatiotemporal Distribution of Zika Virus and Its Spatially Heterogeneous Relationship with the Environment.	Int J Environ Res Public Health
33401037	Utility of the antigen test for coronavirus disease 2019: Factors influencing the prediction of the possibility of disease transmission.	Int J Infect Dis
33400714	Propagation of viral bioaerosols indoors.	PLoS One
33400642	Genomic Evidence of In-Flight Transmission of SARS-CoV-2 Despite Predeparture Testing.	Emerg Infect Dis
33400317	Opportunities for respiratory disease transmission from people to chimpanzees at an East African tourism site.	Am J Primatol
33400077	Coverage of Transmission of COVID-19 Information on Successive Samples of YouTube Videos.	J Community Health
33399743	[Gastrointestinal and hepatic manifestations of COVID-19 in children].	Rev Chil Pediatr
33399706	[Dental care during SARS-CoV-2 pandemic].	Rev Med Chil
33399033	"Characterization of SARS-CoV-2 ORF6 deletion variants detected in a nosocomial cluster during routine genomic surveillance, Lyon, France."	Emerg Microbes Infect
33398326	Multiscale mobility explains differential associations between the gross domestic product and COVID-19 transmission in Chinese cities.	J Travel Med
33397626	Exploring the potential of foodborne transmission of respiratory viruses.	Food Microbiol
33395380	"Rapid Transmission of Severe Acute Respiratory Syndrome Coronavirus 2 in Detention Facility, Louisiana, USA, May-June, 2020."	Emerg Infect Dis
33394847	Risk of Airborne COVID-19 Transmission While Performing Humphrey Visual Field Testing.	J Glaucoma
33394643	Data-Driven Reopening of Urban Public Education Through Chicago's Tracking of COVID-19 School Transmission.	J Public Health Manag Pract
33394459	Should COVID-19 Mother Breastfeed her Newborn Child? A Literature Review on the Safety of Breastfeeding for Pregnant Women with COVID-19.	Curr Nutr Rep
33393898	COVID-19: An Update on Pathogenesis and Treatment.	Curr Pharm Des
33393592	Chronic Histiocytic Intervillositis With Trophoblast Necrosis Is a Risk Factor Associated With Placental Infection From Coronavirus Disease 2019 (COVID-19) and Intrauterine Maternal-Fetal Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Transmission in Live-Born and Stillborn Infants.	Arch Pathol Lab Med
33392419	Dynamics of COVID-19 transmission in Dhaka and Chittagong: Two business hubs of Bangladesh.	Clin Epidemiol Glob Health
33392409	Atlas of ACE2 gene expression reveals novel insights into transmission of SARS-CoV-2.	Heliyon
33392213	Clinical Characteristics and Neonatal Outcomes of Pregnant Patients With COVID-19: A Systematic Review.	Front Med (Lausanne)
33392141	Public Health Interventions for the COVID-19 Pandemic Reduce Respiratory Tract Infection-Related Visits at Pediatric Emergency Departments in Taiwan.	Front Public Health
33391987	"A simple, SIR-like but individual-based epidemic model: Application in comparison of COVID-19 in New York City and Wuhan."	Results Phys
33391845	"Aerosol transmission, an indispensable route of COVID-19 spread: case study of a department-store cluster."	Front Environ Sci Eng
33391818	The scale and dynamics of COVID-19 epidemics across Europe.	R Soc Open Sci
33391281	Humoral Responses and Serological Assays in SARS-CoV-2 Infections.	Front Immunol
33389595	How the language we speak determines the transmission of COVID-19.	Ir J Med Sci
33389111	Poor maternal-neonatal outcomes in pregnant patients with confirmed SARS-Cov-2 infection: analysis of 145 cases.	Arch Gynecol Obstet
33388272	Dynamics of severe acute respiratory syndrome coronavirus 2 genome variants in the feces during convalescence.	J Genet Genomics
33388089	Airborne transmission of COVID-19 and the role of face mask to prevent it: a systematic review and meta-analysis.	Eur J Med Res
33388025	Covid-19 In Man: A Very Dangerous Affair.	Endocr Metab Immune Disord Drug Targets
33387692	COVID-19 spatiotemporal research with workflow-based data analysis.	Infect Genet Evol
33387315	"Current understanding of the influence of environmental factors on SARS-CoV-2 transmission, persistence, and infectivity."	Environ Sci Pollut Res Int
33386293	Our future: Experiencing the coronavirus disease 2019 (COVID-19) outbreak and pandemic.	Respir Investig
33386191	High Rate of SARS-CoV-2 Transmission Due to Choir Practice in France at the Beginning of the COVID-19 Pandemic.	J Voice
33385384	Bidirectional association between COVID-19 and the environment: A systematic review.	Environ Res
33384197	Unraveling the Zoonotic Origin and Transmission of SARS-CoV-2.	Trends Ecol Evol
33384142	Comprehensive analysis of COVID-19 during pregnancy.	Biochem Biophys Res Commun
33382758	Spatiotemporal spread pattern of the COVID-19 cases in China.	PLoS One
33382676	"Implications of Shortened Quarantine Among Household Contacts of Index Patients with Confirmed SARS-CoV-2 Infection - Tennessee and Wisconsin, April-September 2020."	MMWR Morb Mortal Wkly Rep
33381929	"A Comprehensive Review of Coronavirus Disease 2019: Epidemiology, Transmission, Risk Factors, and International Responses."	Yonsei Med J
33381779	Pregnancy Outcomes in COVID-19: A Prospective Cohort Study in Singapore.	Ann Acad Med Singap
33380813	Household Transmission of COVID-19: A Cross-Sectional Study.	Infect Drug Resist
33380739	Fluid dynamics of COVID-19 airborne infection suggests urgent data for a scientific design of social distancing.	Sci Rep
33380405	[Progress in source tracking of SARS-CoV-2].	Nan Fang Yi Ke Da Xue Xue Bao
33378934	Modelling the transmission of infectious diseases inside hospital bays: implications for COVID-19.	Math Biosci Eng
33378893	Mathematical modeling and analysis of COVID-19 pandemic in Nigeria.	Math Biosci Eng
33378881	Mathematical analysis for COVID-19 resurgence in the contaminated environment.	Math Biosci Eng
33378812	[Analysis on medical observation of 1 665 close contacts of COVID-19 cases].	Zhonghua Liu Xing Bing Xue Za Zhi
33378810	[Asymptomatic infection of COVID-19 and its challenge to epidemic prevention and control].	Zhonghua Liu Xing Bing Xue Za Zhi
33378276	"Secondary attack rates of COVID-19 in diverse contact settings, a meta-analysis."	J Infect Dev Ctries
33376490	No Detection of SARS-CoV-2 RNA on Urethral Swab in Patients with Positive Nasopharyngeal Swab.	Adv Virol
33376251	Survival of the enveloped bacteriophage Phi6 (a surrogate for SARS-CoV-2) in evaporated saliva microdroplets deposited on glass surfaces.	Sci Rep
33375381	A New Transmission Route for the Propagation of the SARS-CoV-2 Coronavirus.	Biology (Basel)
33375308	Environmental Contamination of SARS-CoV-2 in a Non-Healthcare Setting.	Int J Environ Res Public Health
33374759	"COVID-19: A Global Challenge with Old History, Epidemiology and Progress So Far."	Molecules
33374416	Impact of Genetic Variability in ACE2 Expression on the Evolutionary Dynamics of SARS-CoV-2 Spike D614G Mutation.	Genes (Basel)
33374168	Do Animals Play a Role in the Transmission of Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2)? A Commentary.	Animals (Basel)
33373782	Temperature dependence of COVID-19 transmission.	Sci Total Environ
33373728	"Transmission of SARS-CoV-2 in Surgical Smoke during Laparoscopy: A Prospective, Proof-of-concept Study."	J Minim Invasive Gynecol
33372651	Effect of SARS-CoV-2 Infection in Pregnancy on Maternal and Neonatal Outcomes in Africa: An AFREhealth Call for Evidence through Multicountry Research Collaboration.	Am J Trop Med Hyg
33372427	"The Serial Interval of COVID-19 in Korea: 1,567 Pairs of Symptomatic Cases from Contact Tracing."	J Korean Med Sci
33372425	Risk of COVID-19 Transmission from Infected Outpatients to Healthcare Workers in an Outpatient Clinic.	J Korean Med Sci
33372384	"Susceptibility of turkeys, chickens and chicken embryos to SARS-CoV-2."	Transbound Emerg Dis
33372198	Conservation analysis of SARS-CoV-2 spike suggests complicated viral adaptation history from bat to human.	Evol Med Public Health
33372191	Superspreading in early transmissions of COVID-19 in Indonesia.	Sci Rep
33371153	A retrospective view of pediatric cases infected with SARS-CoV-2 of a middle-sized city in mainland China.	Medicine (Baltimore)
33370879	Potential secondary transmission of SARS-CoV-2 via wastewater.	Sci Total Environ
33370384	"Epidemiology, clinical characteristics, household transmission, and lethality of severe acute respiratory syndrome coronavirus-2 infection among healthcare workers in Ontario, Canada."	PLoS One
33370263	"The COVID-19 outbreak in Sichuan, China: Epidemiology and impact of interventions."	PLoS Comput Biol
33369568	Profiling severe acute respiratory syndrome coronavirus 2 and its relevance to otolaryngologic examinations during the coronavirus disease 2019 pandemic.	Curr Opin Allergy Clin Immunol
33368386	Dynamic tracking of variant frequencies depicts the evolution of mutation sites amongst SARS-CoV-2 genomes from India.	J Med Virol
33367801	Severe Acute Respiratory Syndrome Coronavirus 2 Placental Infection and Inflammation Leading to Fetal Distress and Neonatal Multi-Organ Failure in an Asymptomatic Woman.	J Pediatric Infect Dis Soc
33367130	"An adaptive, interacting, cluster-based model for predicting the transmission dynamics of COVID-19."	Heliyon
33363726	"The lockdown may contribute to the COVID-19 cases in developing countries, different perspectives on the curfew act, a report from Jordan."	Ann Med Surg (Lond)
33363234	An Overview of SARS-CoV-2 and Animal Infection.	Front Vet Sci
33362402	The motion of respiratory droplets produced by coughing.	Phys Fluids (1994)
33362398	Effects of space sizes on the dispersion of cough-generated droplets from a walking person.	Phys Fluids (1994)
33361754	Sexual transmission of SARS-CoV-2 virus and its role in the spread of COVID-19: A living systematic review protocol.	Medwave
33361715	Severe acute respiratory syndrome-Coronavirus-2 infection: A review of the clinical-pathological correlations of Coronavirus disease-19 in children.	Malays J Pathol
33360871	Chopping the tail: How preventing superspreading can help to maintain COVID-19 control.	Epidemics
33360553	SARS-CoV-2 existence in sewage and wastewater: A global public health concern?	J Environ Manage
33360131	How do social media and individual behaviors affect epidemic transmission and control?	Sci Total Environ
33359457	"UV, ozone, and COVID-19 transmission in Ontario, Canada using generalised linear models."	Environ Res
33359440	Transmission dynamics of the COVID-19 epidemic in England.	Int J Infect Dis
33359061	Molecular epidemiology of COVID-19 in Oman: A molecular and surveillance study for the early transmission of COVID-19 in the country.	Int J Infect Dis
33357518	Association of tiered restrictions and a second lockdown with COVID-19 deaths and hospital admissions in England: a modelling study.	Lancet Infect Dis
33357281	Considerations for asthma management and viral transmission in the era of COVID-19.	Allergy Asthma Proc
33357102	Naturally Occurring Animal Coronaviruses as Models for Studying Highly Pathogenic Human Coronaviral Disease.	Vet Pathol
33356979	Susceptibility of rabbits to SARS-CoV-2.	Emerg Microbes Infect
33356930	Coronavirus: the science behind infection control and human exposure.	Br J Community Nurs
33356716	Vertical Transmission of SARS-CoV-2 from COVID-19 Infected Pregnant Women: A Review on Intrauterine Transmission.	Fetal Pediatr Pathol
33356052	"COVID 19 - Possible interrelations with respiratory comorbidities caused by occupational exposure to various hazardous bioaerosols. Part I. Occurrence, epidemiology and presumed origin of the pandemic."	Ann Agric Environ Med
33355679	Assessment of Air Contamination by SARS-CoV-2 in Hospital Settings.	JAMA Netw Open
33354975	Zoonotic origins and animal hosts of coronaviruses causing human disease pandemics: A review.	Onderstepoort J Vet Res
33354566	A Mathematical and Statistical Estimation of Potential Transmission and Severity of COVID-19: A Combined Study of Romania and Pakistan.	Biomed Res Int
33354153	Non-COVID area of a tertiary care hospital: A major source of nosocomial COVID-19 transmission.	J Family Community Med
33354001	"Initial Viral Load of a COVID-19-Infected Case Indicated by its Cycle Threshold Value of Polymerase Chain Reaction Could be used as a Predictor of its Transmissibility - An Experience from Gujarat, India."	Indian J Community Med
33352743	"SARS-CoV-2 Seroprevalence Survey in People Involved in Different Essential Activities during the General Lock-Down Phase in the Province of Prato (Tuscany, Italy)."	Vaccines (Basel)
33352303	Decreased prevalence rate of respiratory pathogens in hospitalized patients during the COVID-19 pandemic: possible role for public health containment measures?	Clin Microbiol Infect
33351801	A spatial-temporal description of the SARS-CoV-2 infections in Indonesia during the first six months of outbreak.	PLoS One
33351086	"Assessment of Maternal and Neonatal SARS-CoV-2 Viral Load, Transplacental Antibody Transfer, and Placental Pathology in Pregnancies During the COVID-19 Pandemic."	JAMA Netw Open
33350913	"Territorywide Study of Early Coronavirus Disease Outbreak, Hong Kong, China."	Emerg Infect Dis
33350904	Susceptibility of Domestic Swine to Experimental Infection with Severe Acute Respiratory Syndrome Coronavirus 2.	Emerg Infect Dis
33350028	SARS-CoV-2 not found in pressure injury exudates from COVID-19 patients.	J Cosmet Dermatol
33350025	"The unique features of SARS-CoV-2 transmission: Comparison with SARS-CoV, MERS-CoV and 2009 H1N1 pandemic influenza virus."	Rev Med Virol
33349681	Genomic epidemiology reveals multiple introductions of SARS-CoV-2 from mainland Europe into Scotland.	Nat Microbiol
33349556	"Clinical Profile, Viral Load, Maternal-Fetal Outcomes of Pregnancy With COVID-19: 4-Week Retrospective, Tertiary Care Single-Centre Descriptive Study."	J Obstet Gynaecol Can
33349165	"SARS-CoV-2 infection in farmed minks, associated zoonotic concerns, and importance of the One Health approach during the ongoing COVID-19 pandemic."	Vet Q
33348613	Occurrence of Antibodies against SARS-CoV-2 in the Domestic Cat Population of Germany.	Vaccines (Basel)
33347958	Results of Testing Children for Severe Acute Respiratory Syndrome Coronavirus-2 Through a Community-based Testing Site.	J Pediatr
33347434	The SARS-CoV-2 Spike protein has a broad tropism for mammalian ACE2 proteins.	PLoS Biol
33346125	"Possible aerosol transmission of COVID-19 associated with an outbreak in an apartment in Seoul, South Korea, 2020."	Int J Infect Dis
33345895	Did anomalous atmospheric circulation favor the spread of COVID-19 in Europe?	Environ Res
33341209	Systemic steroids and risk of fecal-oral shedding and increased transmission of SARS-CoV-2 in pemphigus cases.	Clin Dermatol
33338902	"Identification of potential lockdown areas during COVID-19 transmission in Punjab, Pakistan."	Public Health
33338486	Mediation by human mobility of the association between temperature and COVID-19 transmission rate.	Environ Res
33336772	Epidemiological analysis of 18 patients with COVID-19.	Eur Rev Med Pharmacol Sci
33335956	Novel SARS-CoV-2 outbreak and COVID19 disease; a systemic review on the global pandemic.	Genes Dis
33335873	Salient Conclusive Remarks on Epidemiology and Clinical Manifestations of Pediatric COVID-19: Narrative Review.	Front Pediatr
33335578	Clinical characteristics and infectivity of asymptomatic carriers of SARS-CoV-2 (Review).	Exp Ther Med
33334687	Characterization of neonates born to mothers with SARS-CoV-2 infection: Review and meta-analysis.	Pediatr Neonatol
33333330	The SARS-COV-2 outbreak around the Amazon rainforest: The relevance of the airborne transmission.	Sci Total Environ
33332472	Genomic epidemiology reveals multiple introductions and spread of SARS-CoV-2 in the Indian state of Karnataka.	PLoS One
33332467	Does social trust slow down or speed up the transmission of COVID-19?	PLoS One
33332291	"Factors That Might Affect SARS-CoV-2 Transmission Among Foreign-Born and U.S.-Born Poultry Facility Workers - Maryland, May 2020."	MMWR Morb Mortal Wkly Rep
33332145	COVID-19 and Speech-Language Pathology Clinical Practice of Voice and Upper Airway Disorders.	Am J Speech Lang Pathol
33331612	Transmission of severe acute respiratory syndrome coronavirus 2 through asymptomatic carriers and aerosols: A major public health challenge.	Rev Soc Bras Med Trop
33331595	"The first hundred days of COVID-19 in Pernambuco State, Brazil: epidemiology in historical context."	Cad Saude Publica
33330782	Coronavirus disease 2019 (COVID-19): research progress and clinical practice.	Glob Health Med
33330766	Emergence of SARS-CoV-2 and its outlook.	Glob Health Med
33330557	Impact of SARS-CoV-2 on Male Reproductive Health: A Review of the Literature on Male Reproductive Involvement in COVID-19.	Front Med (Lausanne)
33330554	"No Evidence of Re-infection or Person-to-Person Transmission in Cured COVID-19 Patients in Guangzhou, a Retrospective Observational Study."	Front Med (Lausanne)
33330528	"Ocular Involvement in Coronavirus Disease 2019: Up-to-Date Information on Its Manifestation, Testing, Transmission, and Prevention."	Front Med (Lausanne)
33330334	Aerosol Transmission of SARS-CoV-2: Physical Principles and Implications.	Front Public Health
33330308	Pregnancy and Breastfeeding During COVID-19 Pandemic: A Systematic Review of Published Pregnancy Cases.	Front Public Health
33329991	Modeling the pandemic trend of 2019 Coronavirus with optimal control analysis.	Results Phys
33328201	"'Dark matter', second waves and epidemiological modelling."	BMJ Glob Health
33327991	Postmortem Stability of SARS-CoV-2 in Nasopharyngeal Mucosa.	Emerg Infect Dis
33327990	"SARS-CoV-2 Infections among Recent Organ Recipients, March-May 2020, United States."	Emerg Infect Dis
33327566	Genomic Epidemiology of the First Wave of SARS-CoV-2 in Italy.	Viruses
33326924	Human activity pattern implications for modeling SARS-CoV-2 transmission.	Comput Methods Programs Biomed
33325821	"The Perspective of Coronavirus Disease Outbreak: Epidemiology, Transmission, and Possible Treatment."	Vector Borne Zoonotic Dis
33325750	Genomic analysis of SARS-CoV-2 reveals local viral evolution in Ghana.	Exp Biol Med (Maywood)
33324602	COVID-19-Zoonosis or Emerging Infectious Disease?	Front Public Health
33323525	Global evidence for ultraviolet radiation decreasing COVID-19 growth rates.	Proc Natl Acad Sci U S A
33322366	Pathology of Coronavirus Infections: A Review of Lesions in Animals in the One-Health Perspective.	Animals (Basel)
33322198	Possible Transmission Flow of SARS-CoV-2 Based on ACE2 Features.	Molecules
33321208	Asymptomatic patients as a source of transmission of COVID-19 in homeless shelters.	Int J Infect Dis
33321162	Trophoblast damage with acute and chronic intervillositis: disruption of the placental barrier by severe acute respiratory syndrome coronavirus 2.	Hum Pathol
33321018	Prevalence of gastrointestinal symptoms in coronavirus disease 2019: a meta-analysis.	Acta Gastroenterol Belg
33320321	Human Bocavirus as a Possible Contributor to Respiratory Disease in the Georgian Military Population.	J Spec Oper Med
