Case Report,Diagnosis,Epidemic Forecasting,Mechanism,Prevention,Transmission,Treatment,pmid
0,0,0,0,1,0,0,32738812
0,1,0,0,0,0,1,32837582
0,0,0,0,1,0,0,32782765
0,0,0,0,1,0,0,32897216
0,0,0,0,0,0,1,32358833
0,1,0,0,0,0,0,32352308
0,0,0,0,1,0,0,32379858
0,0,0,0,0,0,1,32330287
0,0,0,0,1,1,0,34274909
0,0,0,1,0,0,1,32747012
0,1,0,0,0,0,0,32939620
0,0,0,0,1,0,0,32584977
0,0,0,0,1,0,0,32294763
0,1,0,0,0,0,0,32777813
0,0,0,0,1,0,0,32382220
0,1,0,0,0,0,0,32610564
0,1,0,0,0,0,1,32910409
0,1,0,0,0,0,0,32700672
0,1,0,0,0,1,1,34042963
0,0,0,1,0,0,1,32814446
0,0,0,1,0,0,0,33049937
0,0,0,0,1,0,0,32596829
0,0,0,0,1,0,0,32675668
0,0,0,0,1,1,0,33732749
0,0,0,0,1,0,0,32882035
1,0,0,0,0,0,0,32433364
1,0,0,0,0,0,0,32744713
0,1,0,0,0,0,1,32467443
0,0,0,1,0,0,1,32741372
0,0,0,1,0,0,1,32665542
0,0,0,0,0,0,1,32513299
0,0,0,0,1,0,1,32356569
0,0,0,0,1,0,0,32908644
0,0,0,0,0,0,1,32314249
0,0,0,0,1,0,0,32457134
0,0,0,0,1,0,0,32904431
0,0,0,1,0,0,1,32423250
0,0,0,0,1,1,0,34253558
0,0,0,0,1,0,0,33006664
1,0,0,0,0,0,0,32547838
0,1,0,0,0,0,1,32944087
0,0,0,0,1,0,0,32710198
0,0,1,0,0,0,0,33520616
0,0,0,0,1,0,0,32336802
0,0,0,0,1,0,0,32582326
0,0,0,0,1,0,0,32903223
0,0,0,0,1,0,0,33060261
0,0,0,0,0,0,1,32785710
1,0,0,0,0,0,0,32893248
1,0,0,0,0,0,0,32423911
0,0,0,0,1,0,0,32660335
1,0,0,0,0,0,0,32675154
1,0,0,0,0,0,0,32690307
0,0,0,1,0,0,1,32415260
0,0,0,0,1,0,0,32360960
0,0,0,1,0,0,1,32839634
0,0,0,1,0,0,1,32938313
0,0,1,0,1,0,0,32707029
0,0,0,1,0,0,1,32366025
0,0,0,1,0,0,1,33017909
0,1,0,1,0,0,0,33033172
0,0,0,1,0,0,1,32433344
0,1,0,0,0,0,0,32723432
0,0,0,0,1,0,0,32421686
0,0,1,0,1,0,0,32628673
0,0,0,1,0,0,1,32897177
0,0,0,0,1,0,0,32295460
0,0,0,0,0,0,1,33013911
0,1,0,0,1,0,0,33035672
0,0,0,1,0,0,1,32807895
0,0,0,0,0,0,1,32599178
0,0,0,0,1,0,0,32768695
0,0,0,0,0,0,1,33072814
1,0,0,0,0,0,0,32272630
0,0,0,0,1,0,0,32301300
0,0,0,0,0,0,1,33012890
0,0,0,0,1,0,0,32730771
0,0,0,0,1,0,0,32834932
1,0,0,0,0,0,0,32900754
0,1,0,0,0,0,0,33028754
0,0,0,0,1,0,0,32279934
0,1,0,0,0,0,0,33053494
0,0,0,0,1,0,0,32389845
0,1,0,0,0,0,1,32555949
0,1,0,0,0,0,0,32515381
0,1,0,0,0,0,1,32758659
0,0,0,1,0,1,0,33082405
0,0,0,0,1,0,0,32905053
0,0,0,0,1,0,0,32298006
0,1,0,0,1,1,0,33026286
0,0,0,0,1,1,0,34254048
0,0,0,0,1,0,0,33028673
0,0,1,0,0,0,0,32390691
0,0,0,0,1,0,0,32542111
0,1,0,0,0,0,1,32452888
0,0,0,0,0,0,1,32714083
0,1,0,1,0,0,1,33073359
0,0,0,0,1,0,0,32834763
0,0,0,0,1,0,0,32838002
0,1,0,0,0,0,1,32753136
0,0,0,0,0,0,1,32899785
0,0,0,0,1,0,0,32340091
0,0,0,0,1,0,0,32271600
0,1,0,0,0,0,0,32874430
0,0,0,1,0,0,1,33015938
0,0,1,0,0,0,0,32437929
0,0,0,0,1,0,0,32425658
0,0,0,0,1,0,0,32461867
1,0,0,0,0,0,0,33063036
0,0,0,0,1,0,0,32954600
0,0,0,0,1,0,0,32514431
1,0,0,0,0,0,0,32844243
0,0,0,1,0,0,1,32697835
0,1,0,0,0,0,0,32534344
0,0,0,0,1,0,0,32862216
0,0,0,0,1,0,0,32622482
0,0,0,0,1,0,0,32503959
0,0,1,0,0,0,0,32984242
0,0,0,1,0,0,1,32464491
0,1,0,0,0,0,0,32927798
0,0,0,0,1,1,0,33295073
0,0,1,0,1,0,0,32835199
0,0,0,0,1,0,0,32634823
0,0,0,0,1,0,0,32651280
0,0,0,0,1,0,0,32304371
0,0,0,0,1,0,0,32497808
0,0,0,0,0,0,1,32805623
0,0,0,1,0,0,1,32758869
0,0,0,1,0,0,1,32471272
0,0,0,0,1,0,0,32549072
1,0,0,0,0,0,0,32950981
0,0,0,1,0,0,1,32538276
0,0,0,0,1,1,0,32296168
0,0,0,0,0,0,1,32943897
0,0,0,1,0,0,0,33060796
0,0,0,1,0,0,1,32221983
0,0,0,1,0,0,1,32983399
0,0,0,0,1,0,0,32984046
0,0,0,1,0,0,1,33073064
0,1,0,0,1,0,0,32941325
0,0,0,1,0,1,0,33961545
0,1,0,1,0,1,0,33249335
0,0,0,0,1,0,0,32634849
0,0,0,0,0,0,1,32744563
0,1,0,0,1,0,1,33014150
0,0,0,0,1,0,0,32816921
1,0,0,0,0,0,0,32641525
0,0,0,0,1,0,0,32638911
0,0,0,0,1,0,0,32954400
0,0,0,0,0,0,1,32955610
0,0,1,0,1,1,0,32626719
1,0,0,0,0,0,0,32664761
0,0,0,0,1,0,0,32324358
1,0,0,0,0,0,0,32440857
0,0,0,0,1,0,0,32778478
0,0,1,0,1,0,0,33486527
0,0,0,1,0,0,1,33013413
0,0,0,1,0,0,1,32748124
0,0,0,0,1,0,0,32931873
0,0,0,0,1,0,0,32754394
0,0,1,0,0,0,0,33519124
0,0,0,0,0,0,1,33073201
0,0,0,0,0,0,1,32758342
0,1,0,0,0,0,1,32854513
0,0,0,0,1,0,0,32912930
0,0,0,0,1,0,0,33043317
0,0,0,0,1,0,0,32912388
0,0,0,0,0,0,1,33045577
0,0,0,1,0,1,0,33388272
0,1,0,0,0,0,0,32560694
0,0,0,0,0,0,1,32862111
0,0,0,0,1,0,0,32736468
0,0,0,0,1,0,0,33061273
0,0,0,0,1,0,0,33017239
0,0,0,0,0,1,0,33570448
0,1,0,0,0,0,0,32575505
0,1,0,0,0,0,0,32844604
0,0,0,0,1,1,0,33600386
1,0,0,0,0,0,0,32399455
0,1,0,1,1,0,1,32247050
0,0,0,0,0,0,1,32075365
1,0,0,0,0,0,0,32882068
0,0,0,0,1,1,0,33332291
0,0,0,0,1,0,0,32334162
0,1,0,0,0,0,1,32574081
0,0,0,0,1,0,0,32490720
0,1,0,0,0,0,1,32981387
0,0,0,0,1,0,0,32603849
0,0,0,0,0,0,1,32809050
0,1,0,1,0,1,0,33923138
0,0,0,0,1,0,0,32345861
0,1,0,0,0,0,1,32864456
0,0,0,0,1,1,0,32837280
0,0,0,0,0,1,0,32315808
0,1,0,0,0,0,1,32407255
0,0,0,0,1,0,0,32768308
0,0,0,0,1,0,0,32953732
0,0,0,0,1,0,0,32308988
0,1,0,0,0,0,0,33076968
0,0,0,1,0,0,0,32242873
1,0,0,0,0,0,0,32685307
1,0,0,0,0,0,0,32270592
0,0,0,0,0,0,1,32779961
1,0,0,0,0,0,0,32317558
0,0,0,1,0,0,0,32622411
0,0,0,0,1,0,1,32700223
0,1,0,0,1,1,1,33175702
0,0,1,0,1,0,0,32836818
0,1,0,0,0,0,0,32442528
0,1,0,0,1,0,1,32369222
0,0,0,1,0,1,1,32336927
0,0,0,0,1,0,0,32427744
0,0,0,1,0,0,1,32294179
0,0,1,0,1,1,0,32247326
0,0,0,0,1,0,0,32819955
0,0,0,0,1,1,0,33373782
0,0,0,0,1,0,0,32407230
0,0,0,0,1,0,0,32548651
0,0,0,1,0,0,1,32703818
0,0,1,0,1,0,0,32735581
0,0,0,1,0,0,1,32479986
0,0,0,1,0,0,1,32329419
0,1,0,0,0,0,1,32740062
0,0,0,1,0,0,1,32591908
0,0,0,0,1,0,0,32868962
0,0,0,0,1,0,0,32346568
1,0,0,0,0,0,0,32249089
0,0,0,0,1,0,0,32368429
1,0,0,0,0,0,0,32702930
0,0,0,0,1,0,0,33045425
0,0,0,0,1,0,0,33071520
0,0,0,1,0,1,0,33061805
0,0,0,1,0,0,1,32668165
0,0,0,1,0,0,1,32403318
0,0,0,0,1,0,0,32537484
0,0,0,1,0,0,1,32824753
0,0,0,0,1,0,0,32648989
0,0,0,0,1,0,0,32518469
0,1,0,1,0,0,0,32501535
0,0,1,0,1,0,0,32962157
0,1,0,0,0,0,0,32347200
0,0,0,0,1,0,0,32706094
1,0,0,0,0,0,0,32852576
0,0,0,1,0,0,1,33041543
0,0,0,0,1,0,0,32292814
0,1,0,0,0,0,1,32977128
0,1,0,0,0,0,1,32633594
0,1,0,0,0,0,0,32959978
0,0,0,1,0,0,1,32867244
0,0,1,0,1,0,0,32834585
0,1,0,0,0,1,0,32598557
1,0,0,0,0,0,0,32654244
0,0,0,0,1,0,0,32718425
0,0,0,0,0,0,1,32228222
0,0,0,0,1,1,0,32822289
1,0,0,0,0,0,0,32802926
0,0,0,1,0,0,1,32628976
0,1,0,1,1,1,0,32763128
0,1,0,0,0,0,0,33025219
0,0,0,0,1,1,0,34248448
1,0,0,0,0,0,0,32895254
0,0,0,0,1,1,0,33788655
0,0,0,0,1,0,0,32628128
0,0,0,1,0,0,1,32961074
0,0,0,0,1,0,0,32754469
1,0,0,0,0,0,0,32698095
0,1,0,0,0,0,1,32554082
0,0,0,1,0,0,1,32984832
0,0,0,0,1,0,0,32375922
0,1,0,0,0,0,0,33067995
0,0,0,0,1,0,1,32506699
0,0,0,1,0,0,1,33071044
0,0,0,0,0,0,1,32331217
0,0,0,1,0,0,1,33050511
0,0,0,1,0,0,1,32768697
0,0,0,0,1,1,0,34266516
0,0,0,0,0,0,1,32624690
0,0,0,0,1,0,0,32701120
0,1,0,0,0,0,0,32756602
0,0,0,0,1,1,0,32760171
0,0,0,0,1,0,0,32650614
1,0,0,0,0,0,0,32633215
0,0,0,0,1,0,1,32445573
0,1,0,0,0,0,1,32441351
0,0,1,0,1,0,0,32576256
0,0,0,0,1,0,0,32716835
0,0,0,0,0,0,1,32834950
0,0,0,0,1,0,0,32903226
0,0,0,0,1,0,0,33009614
0,0,0,0,0,1,0,33420694
0,0,0,0,1,0,0,32656359
1,0,0,0,0,0,0,32761492
0,0,1,0,0,0,0,33066965
0,1,0,0,1,0,1,32852623
0,1,0,0,0,0,0,32429101
0,1,0,0,0,0,0,32267826
1,0,0,0,0,0,0,33006138
0,0,0,0,1,0,0,32422331
0,0,0,0,1,0,0,32832438
0,1,0,0,0,0,1,32641121
1,0,0,0,0,0,0,32983309
0,0,0,0,1,0,0,32518047
0,1,0,1,1,0,0,32678072
0,1,0,0,0,0,0,32997893
0,0,1,0,0,0,0,33561915
0,1,0,1,0,0,1,32957548
0,0,0,1,0,0,1,32717117
0,1,0,0,0,0,1,32559282
0,0,0,0,1,0,0,32838033
0,1,0,0,0,0,1,32807934
0,0,0,0,1,0,0,32874703
0,0,0,1,1,1,0,33254590
0,0,0,0,0,0,1,32740890
0,0,0,0,1,0,0,32131908
0,0,0,0,1,0,0,33039393
0,1,0,0,0,0,0,32837095
0,0,0,0,1,0,0,32283050
0,0,0,0,0,0,1,32905189
0,0,0,0,1,0,0,32653775
0,0,1,0,1,0,0,34385518
1,0,0,0,0,0,0,32404787
1,0,0,0,0,0,0,33076191
0,0,0,0,1,0,1,32998524
0,0,0,0,1,0,0,32841675
0,0,0,0,0,0,1,32907362
0,1,0,0,0,0,0,32868966
0,0,0,0,1,0,0,32296837
0,0,0,0,1,0,0,32833780
1,0,0,0,0,0,0,32847628
0,0,0,0,1,1,0,32649436
0,0,0,0,1,0,0,32423515
0,0,0,1,0,0,1,32529952
0,0,0,0,1,0,0,32520284
0,0,0,1,0,0,1,33065046
0,0,0,0,1,0,1,33047573
0,0,0,1,0,0,1,32491949
0,0,0,0,1,0,0,32911123
0,0,0,0,0,0,1,32895599
0,1,0,0,0,0,0,33020043
0,1,0,0,0,0,0,32615621
0,0,0,0,1,0,0,32929400
0,0,0,0,1,0,0,32293582
0,0,0,0,0,0,1,32773613
1,0,0,0,0,0,0,33045427
0,0,0,0,0,0,1,33015546
0,0,0,0,1,0,1,32554825
0,0,0,0,1,0,0,32766088
0,0,0,0,1,0,1,32203711
1,0,0,0,0,0,0,33066910
0,0,0,0,1,0,0,32534864
0,1,0,1,0,0,1,33024460
0,0,0,1,0,0,0,32763951
0,1,0,0,0,0,1,33001040
1,0,0,0,0,0,0,32835273
0,0,0,0,0,0,1,32526507
0,0,0,1,0,0,1,32770235
0,0,0,0,1,0,0,32315907
0,1,0,0,0,0,1,32965603
0,0,0,0,1,0,0,33031212
0,1,0,0,0,0,0,32742318
0,0,0,0,1,0,0,32991873
1,0,0,0,0,0,0,32618839
0,0,0,0,1,0,0,32539245
0,1,0,0,0,0,0,32571228
0,0,0,0,1,1,0,34306118
0,0,0,1,0,1,0,33907312
0,0,0,0,1,1,0,32207679
1,0,0,0,0,0,0,32953287
0,0,0,0,1,0,0,32325474
1,0,0,0,0,0,0,32520512
0,0,0,0,1,0,0,32423996
0,0,0,0,1,0,0,32402577
0,0,0,0,1,0,0,32708720
0,0,0,0,1,0,0,32775941
0,0,0,1,0,0,1,32426002
0,0,0,1,0,0,1,32615182
0,1,0,0,0,0,0,33072432
0,0,0,0,1,0,0,32499169
0,0,1,0,1,0,0,32834796
1,0,0,0,0,0,0,32725351
0,0,1,0,1,0,0,32915762
0,0,0,0,0,0,1,32948465
0,0,0,0,0,0,1,32841042
0,0,0,0,1,0,0,32575958
0,0,0,0,1,0,0,33032817
0,1,0,0,1,0,0,32298247
0,0,0,0,1,0,0,32413608
0,0,0,0,0,0,1,32795214
0,1,0,0,1,0,0,32952144
0,0,0,0,1,0,0,32411359
0,0,0,0,0,0,1,32795424
0,1,0,0,0,0,0,32301761
0,0,0,0,1,0,0,32821569
0,1,0,0,1,1,0,33092997
0,1,0,0,0,1,0,34322584
0,1,1,0,0,0,0,32722110
0,1,0,0,0,0,0,32875578
0,0,0,1,0,1,0,33242581
0,0,0,0,1,0,0,32772788
0,0,1,0,1,1,0,32780754
0,0,1,0,1,0,0,33143594
0,0,0,0,1,0,1,32885616
0,0,1,0,0,0,0,33520628
0,1,0,0,0,0,0,32852240
0,1,0,1,0,0,1,32660186
0,0,1,0,1,0,0,34385538
0,0,0,0,1,0,0,32286909
1,0,0,0,0,0,0,32815238
0,0,0,0,1,0,0,32503819
0,0,0,0,1,0,0,32585665
0,1,0,1,0,0,0,32973590
0,1,0,0,0,0,0,32918932
0,0,0,1,0,0,1,32923747
0,0,0,0,1,0,0,33022599
0,1,0,0,0,0,1,32496252
0,1,1,0,1,0,0,33914068
0,1,0,0,0,0,0,32651978
0,0,0,0,1,0,0,32782050
0,0,0,1,0,1,0,34111431
0,0,0,0,1,0,0,32931758
0,0,1,0,0,0,0,32240634
0,0,0,1,0,0,1,32357553
0,0,0,0,1,0,0,33029549
0,1,0,0,0,1,0,33686768
0,0,0,0,1,0,0,33042770
0,1,0,0,0,0,1,32416121
0,1,0,0,1,0,1,32675033
0,0,0,0,1,1,0,33221596
0,0,0,0,0,0,1,32803762
0,1,0,0,0,0,1,32602683
0,0,0,0,0,0,1,32344202
0,0,0,0,1,0,0,32803251
0,0,0,0,0,0,1,32592716
0,0,0,1,0,0,1,32238094
0,0,0,0,1,0,0,32707253
0,0,1,0,0,0,0,33081974
0,0,0,0,1,0,1,32855772
0,0,0,0,1,0,0,33030259
0,0,0,1,0,0,1,32495577
0,0,0,0,1,0,0,32955472
0,0,0,0,0,0,1,33029275
0,0,0,0,0,0,1,32850116
0,0,0,1,0,0,1,32572383
0,0,1,0,1,0,0,34255772
0,0,1,0,0,0,0,32314804
1,0,0,0,0,0,0,32197060
0,0,0,1,0,0,1,32307550
0,0,0,0,1,0,0,32340892
0,0,0,0,0,0,1,32945590
0,0,0,0,1,0,0,32662615
0,0,0,0,1,0,0,32757894
0,1,0,0,0,0,1,33069541
0,0,0,0,1,0,0,32461408
0,0,0,0,1,0,0,32762354
0,1,0,0,0,0,0,32792598
0,0,0,0,0,0,1,32686219
0,1,0,0,0,0,1,32721928
0,1,0,1,0,0,1,32731282
0,0,0,0,1,0,0,32415918
0,0,0,0,0,0,1,32857454
0,0,1,0,0,0,0,32834468
0,0,0,1,0,0,1,32606823
0,0,0,0,1,0,0,32380026
0,1,0,0,0,0,0,33049042
0,1,0,0,0,0,0,32232322
0,0,0,0,1,0,0,32660568
0,0,0,0,1,0,0,32643906
0,0,0,0,1,0,0,32404225
0,1,0,0,0,0,1,32637059
0,0,0,0,1,1,0,32976707
0,0,0,0,1,0,0,32766202
0,0,0,0,1,0,0,32591654
0,0,0,0,1,0,0,33064222
0,1,0,0,0,0,0,32726200
0,0,0,0,1,0,0,32401218
0,0,0,1,0,0,0,32997649
0,1,0,0,1,0,0,32656001
0,0,0,0,0,0,1,32757497
0,0,0,0,1,0,0,32654433
0,0,0,1,0,0,1,32739174
0,0,0,0,1,0,0,32420923
0,1,0,1,0,0,1,32853319
0,0,0,0,1,0,0,32450255
0,0,0,0,1,0,1,32705860
0,0,0,0,1,0,0,32448761
0,0,0,0,1,0,1,32273253
0,0,0,0,1,0,0,32568494
0,0,0,0,1,1,0,33518772
0,0,0,0,0,0,1,32589775
0,0,0,0,1,0,0,32766458
0,1,0,0,0,1,0,33253283
0,0,0,0,0,0,1,32454981
0,0,0,0,0,0,1,33031192
0,0,0,0,1,0,0,32817714
0,0,0,0,1,0,0,32431273
0,0,0,1,0,0,1,32798222
0,0,0,1,0,0,1,32994211
0,1,0,1,0,0,0,32880873
0,0,0,0,1,1,0,32946453
0,1,0,0,0,0,1,32084676
0,0,0,1,0,0,0,33041626
0,0,0,1,0,1,0,32534021
0,0,0,0,1,0,0,32482888
0,0,0,0,1,0,0,32348582
0,0,0,0,1,0,0,32578820
0,0,0,0,1,0,0,32602306
0,0,0,0,1,0,0,32682016
0,0,0,0,1,1,0,33682974
0,0,0,1,0,0,0,32844124
0,0,0,0,1,0,0,32723816
0,0,0,1,0,0,1,33042151
0,0,0,0,1,0,0,32849231
0,0,0,1,0,0,1,32828069
0,1,0,0,0,0,0,33031948
0,0,0,0,1,0,0,32340549
0,0,0,1,0,1,1,32592845
0,0,0,0,1,1,0,34172764
0,0,0,0,1,0,0,32523146
0,0,0,0,0,0,1,32561657
0,0,0,1,0,0,1,32730512
1,0,0,0,0,0,0,32727107
0,0,0,1,0,0,1,32793244
0,0,0,0,0,0,1,32801840
0,0,0,0,1,0,0,32372852
0,0,0,0,1,0,0,32901228
0,0,0,1,0,0,1,32284379
0,1,0,0,0,0,1,33050499
0,1,0,0,0,0,0,32989413
0,0,0,0,1,0,0,32449782
0,1,0,0,0,0,0,32643418
0,1,0,0,0,0,0,32290644
0,1,0,0,0,0,1,32813879
0,0,0,0,1,0,0,32390661
0,0,0,0,0,1,0,33356979
0,0,0,1,0,0,0,32888056
0,0,0,0,0,0,1,32339304
1,0,0,0,0,0,0,32489724
0,0,0,0,1,0,0,32379708
0,1,0,0,0,0,1,32503812
0,1,0,0,0,1,0,33778108
1,0,0,0,0,0,0,33028403
0,0,0,0,1,0,1,32431287
0,0,0,0,1,0,0,32982108
0,0,1,0,1,0,0,32450712
0,0,0,0,0,0,1,32394344
0,1,0,0,0,0,1,32668007
0,1,0,0,0,0,1,32914189
0,0,0,0,1,0,0,32569751
1,0,0,0,0,0,0,32770973
0,0,0,0,1,0,0,32819712
0,0,0,0,1,0,0,32379056
0,0,0,0,0,0,1,32339350
0,0,0,0,1,0,0,32269177
0,0,0,0,0,0,1,32702299
0,0,1,0,0,0,0,33100608
0,0,0,0,1,1,0,33214989
0,1,0,0,0,0,0,32236856
0,1,0,0,1,0,0,32545412
0,0,0,0,1,0,0,32342112
0,0,0,0,0,0,1,32589146
0,0,0,0,1,0,0,32931811
0,0,0,1,0,1,1,32719819
0,0,0,0,1,0,0,33052078
0,1,0,0,1,0,0,32983255
0,1,0,1,0,0,1,32855182
0,0,0,1,0,0,1,32540268
0,0,0,0,1,0,0,32395909
0,1,0,0,0,0,0,32838230
0,0,1,0,0,0,0,32007643
0,0,0,0,1,0,0,32737005
0,0,0,0,0,0,1,33063035
0,0,0,1,1,0,1,32597503
0,1,0,0,0,0,1,32702463
0,0,1,0,1,0,0,32836819
0,0,0,1,0,0,0,32079638
0,1,0,0,0,0,0,32472688
0,0,0,0,1,0,0,32426144
0,0,0,1,0,0,1,32253068
0,0,0,1,0,1,1,33504302
1,0,0,0,0,0,0,32728901
0,0,0,0,1,1,1,34330988
0,0,0,0,1,0,0,32600965
0,1,0,0,0,0,0,32737746
0,0,0,0,1,0,0,32749806
0,1,0,0,0,0,1,32422076
0,0,1,0,0,0,0,32911257
0,0,0,0,1,0,0,32624560
0,0,0,0,1,0,0,32462468
0,0,0,0,1,0,0,32346469
0,1,0,0,0,0,1,32979271
0,0,0,1,0,0,1,32573788
0,0,1,0,1,0,0,32656017
0,1,0,0,0,0,1,32407746
0,0,0,0,1,0,0,32473781
0,0,0,1,0,0,1,32781571
0,1,0,0,0,0,1,32842058
0,1,0,1,0,0,0,32852580
0,0,0,0,0,0,1,32869558
0,0,0,0,1,0,0,32669149
0,0,0,0,1,0,0,33014625
0,0,0,0,1,0,0,32767350
1,0,0,0,0,0,0,32777178
0,0,0,0,1,0,0,32760126
0,0,0,0,1,0,0,32153171
0,0,0,1,0,0,0,32931441
0,0,0,0,1,0,0,32622376
0,0,0,0,1,0,0,32899803
0,0,0,0,1,0,0,32520122
0,0,0,0,0,0,1,32245150
0,1,0,0,0,1,0,32841411
0,0,0,0,1,0,0,32743795
0,0,0,0,1,0,0,32541213
0,0,0,0,1,0,0,32610080
0,0,0,0,1,0,0,32810844
0,0,0,0,0,0,1,32972176
1,0,0,0,0,0,0,32502128
0,0,0,0,1,0,0,32972766
0,0,0,1,0,0,1,32454513
0,0,0,0,1,0,0,32835184
0,0,1,0,1,0,0,33839712
0,0,0,0,1,0,0,32837354
0,0,0,0,1,0,0,32669027
0,0,0,1,0,0,1,32539378
0,0,0,0,1,0,0,32474129
0,0,0,0,0,0,1,32476261
0,0,0,0,1,0,0,32520878
0,0,0,0,0,1,0,33998494
0,0,0,0,1,0,0,32812872
0,0,0,1,0,0,1,32617313
0,0,0,0,1,0,0,32458356
0,0,0,0,1,0,0,32433251
0,0,0,0,1,0,0,32649591
1,0,0,0,0,0,0,32670718
0,0,0,0,1,1,0,34383889
0,0,0,0,0,0,1,32405421
0,0,0,0,0,0,1,32634024
0,0,0,0,1,0,0,33031360
0,0,0,0,0,0,1,32692266
0,1,0,1,1,0,1,32469437
0,0,0,0,1,0,0,32921879
0,1,0,0,0,0,0,33069957
0,1,0,0,0,0,0,32569635
0,0,1,0,1,0,0,33613000
0,0,0,1,0,0,1,32354030
0,0,0,0,0,0,1,32786401
0,0,0,0,1,0,0,32857603
0,0,0,0,1,0,0,32593116
0,0,0,0,0,0,1,32739134
0,0,0,0,1,0,0,32500510
0,0,0,0,1,0,0,32523135
0,0,0,1,0,0,1,32902818
0,0,0,0,0,0,1,32952306
0,0,0,0,0,0,1,32918548
0,0,0,1,0,0,1,32962761
0,0,0,0,1,0,0,33043281
0,0,0,0,1,0,0,32422662
0,0,0,0,1,0,0,32247056
0,0,0,1,0,0,1,32302265
0,1,0,1,1,0,1,32023684
0,0,0,0,1,1,0,33560412
0,0,0,0,1,1,0,33076880
0,0,0,0,1,0,0,32980677
0,1,0,0,0,0,0,32353760
0,1,0,0,0,0,1,32496357
0,0,0,0,1,0,0,32744582
0,1,0,0,0,0,1,32726417
0,0,0,0,1,1,0,33095815
0,0,0,0,1,0,0,32766414
0,0,0,0,1,0,0,32615619
0,0,0,0,1,0,0,32720399
1,0,0,0,0,0,0,32952147
0,0,0,0,1,0,0,32769091
0,0,0,0,1,0,0,32407178
0,1,0,0,0,0,1,32528760
0,0,0,0,1,0,0,32395069
0,0,0,0,1,0,1,33041141
0,1,0,0,0,0,0,32942795
0,1,0,0,0,0,0,32921721
0,1,0,0,0,0,1,32750442
0,0,0,0,1,0,0,32330351
0,0,0,0,0,0,1,32278175
0,0,0,0,1,0,0,32662057
0,0,0,0,1,0,0,32696088
1,0,0,0,0,0,0,32738040
0,0,0,1,0,0,1,32834114
0,0,0,1,0,0,0,32496247
0,0,0,0,0,0,1,32854262
0,0,0,0,1,0,0,32871264
1,0,0,0,0,0,0,32699677
1,0,0,0,0,0,0,32811667
0,0,0,0,1,0,0,32900399
1,0,0,0,0,0,0,32227197
0,0,0,1,0,0,0,32105680
0,0,0,0,0,0,1,32648959
0,0,0,0,1,0,0,32741409
0,0,0,0,1,0,0,32890526
0,0,1,0,0,0,0,33391985
0,0,0,0,1,1,0,33839714
0,0,0,0,1,1,0,33684341
0,0,0,0,1,0,0,32816590
0,0,0,0,1,1,0,32831176
0,0,0,1,1,1,0,32275259
0,0,0,0,1,0,0,32938783
0,0,0,1,0,0,0,32320687
0,0,0,0,1,0,0,32739443
0,1,0,0,0,0,0,32358956
0,0,0,0,1,0,0,32584105
0,1,0,0,0,0,0,32427651
0,0,0,0,1,0,0,32892650
0,1,0,0,0,0,1,32711256
0,0,0,0,1,0,0,32340546
0,1,0,0,0,0,1,33045152
0,0,0,0,1,0,0,32451655
0,1,0,0,0,0,1,32879101
0,0,0,0,1,1,0,34031456
1,0,0,0,0,0,0,33065616
0,0,0,1,0,0,1,32846644
0,0,0,0,1,0,0,32705994
0,0,0,0,1,0,0,33008702
0,0,0,0,1,0,0,32963474
0,1,0,0,0,0,0,33011877
0,1,0,0,0,0,1,32745596
0,0,0,0,1,0,0,32678526
0,0,0,1,0,0,1,32863490
0,1,0,0,0,0,0,32502116
0,0,0,0,1,0,0,32834690
0,0,1,0,1,0,0,32743124
0,0,0,0,1,0,0,32129580
1,0,0,0,0,0,0,32835024
0,0,0,0,1,0,0,32418489
0,0,0,0,1,0,0,32969089
0,0,0,0,1,0,0,32468998
1,0,0,0,0,0,0,32755343
0,1,0,0,0,0,0,32437124
0,0,0,1,0,0,1,32649864
0,0,0,0,1,0,0,32629880
0,1,0,0,0,0,0,33070766
0,0,0,1,0,0,1,32616594
0,0,1,0,1,0,0,32629791
0,0,0,0,1,0,0,32841311
0,1,0,0,0,0,1,33072869
0,0,0,0,1,0,0,32553893
0,1,0,0,0,0,1,32612961
0,0,0,0,1,0,0,32724668
0,0,0,0,1,0,0,32698245
0,0,0,0,1,0,0,32572350
1,0,0,0,0,0,0,32999856
0,0,0,0,1,0,0,32441770
0,1,0,0,1,0,1,33049464
0,1,0,0,0,0,0,32719001
0,1,0,0,0,0,0,32663601
0,0,0,0,1,0,0,33010487
0,1,0,1,0,0,0,32220574
0,0,0,1,0,0,1,33052144
0,0,0,0,0,1,0,33979566
0,1,0,0,0,0,0,32921701
0,0,0,1,0,0,1,32705952
0,0,0,0,1,0,0,32435890
0,1,0,0,0,0,1,32756178
0,0,0,0,0,0,1,32924401
0,0,0,0,0,0,1,32769401
0,0,0,0,1,0,0,32865190
0,0,0,0,1,1,0,32299206
0,1,0,0,0,0,1,32324360
0,0,0,0,1,0,0,32387794
0,1,0,0,0,0,0,32371192
0,0,0,0,1,0,0,32914768
0,1,0,0,0,0,1,32574694
0,0,1,0,1,0,0,33533980
1,0,0,0,0,0,0,32733625
0,1,0,0,0,0,1,32691236
0,0,0,0,1,1,0,32524953
1,0,0,0,0,0,0,33049924
0,0,0,0,1,0,0,33019286
0,0,0,0,1,0,0,33004091
